kn
0.04
deviations
param,inde dev,comp dev
C(t=0),0.0657859665099,4.59328116514e-08
N(t=0),0.364734787008,1.429502412e-07
kn,nan,3.65282647741e-08
r (MAD),0.556826651763,7.45897159554e-07
params
param,true,inde est,comp est
C(t=0),0.01,0.0757859665099,0.00999995406719
N(t=0),1.0,1.36473478701,1.00000014295
kn,0.04,nan,0.0399999634717
r0,1.1434282299326066,0.216722619749,1.14342856572
r1,2.4907194975678784,0.812882876505,2.49072199402
r2,0.22589661831449326,0.029029183567,0.225897046396
r3,1.0592820273263666,0.311398873669,1.05928285549
r4,1.7685692462953173,0.613780689102,1.76857084322
r5,0.0,0.0,2.42371139373e-07
r6,0.0,0.0,1.35862112728e-07
r7,0.0,0.0,2.32439061793e-07
r8,0.4876660289621736,0.180307539939,0.487666445966
