Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	343.5	285.0	136	0.049078384717831609	0.30252011295220843	0.035135850647554631	0.081388603703139023	0.0097933863933419886	0.015208213700458261	0.2608566270791447	0.027865096702008631	117.13314547375836	125.1021486438887	117.39309616061993	87.976014055457952	101.27538003208311	101.47230922007486	107.0	116.0	112.0	87.0	100.0	101.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
2	1	487.5	282.0	136	0.037869811093692002	0.31466780329266342	0.025953327034832625	0.08309058698668681	0.0012557399536032544	0.014247448535017086	6.731699305977803	0.0055943310778411208	105.53521842194378	116.94344734168642	114.51828648831696	85.395553136904297	101.17655290367722	102.92902122366478	106.0	117.0	114.0	84.0	100.0	102.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
3	1	620.5	296.0	136	0.04873203217565493	0.34215994458948268	0.034384953568077289	0.079169018359235829	0.0024906471088527301	0.021533699827526277	0.56480244173885541	0.020139591880228035	108.45577701650576	122.12426035502959	120.47897851136717	85.043411354985011	102.76706892362517	105.5530088280554	104.0	117.0	116.0	84.0	103.0	105.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
4	1	761.5	282.0	136	0.07249926986667582	0.51228088869945121	0.056655495735580597	0.093596472690577748	0.0032667380644777881	0.033533720172578357	0.39084950784464906	0.029623315040758699	110.56692667706709	124.88590743629746	123.31565262610505	87.073738256499894	105.70788726239896	108.96591653921783	106.0	120.0	119.0	87.0	106.0	109.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
5	1	900.5	293.0	136	0.056086276675840513	0.35350844477596038	0.034565613569691143	0.077953311739673944	0.0021117695826453169	0.030784684767400664	1.0337466403773199	0.015131333581970271	105.71047475508666	122.02893745290127	122.09706103993972	86.5842261414208	106.12460853799242	109.90011537827591	101.0	117.0	118.0	86.0	106.0	110.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
6	1	1025.5	298.0	136	0.062349858357692731	0.36714795673717299	0.040220728805471423	0.078165079796506054	0.0040429807284517892	0.033533720172578357	0.2487643203204512	0.031434812723107254	108.65708895661007	125.19808445798868	124.37875489769264	86.593871022057584	106.76368075433575	110.33961946455632	101.0	117.0	118.0	86.0	106.0	110.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
7	1	1167.5	286.0	136	0.060909641437763298	0.39538600884437103	0.039288706491029814	0.076949403096138402	0.0029420962901242132	0.033702344751316102	0.49056811468499822	0.023229793808940274	105.31303058886942	122.83708395095	122.53308179490635	86.459464222770535	107.10680296087416	110.69827282340501	99.0	117.0	118.0	86.0	107.0	110.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
8	1	1308.5	282.0	136	0.066754942888119784	0.45452608023869145	0.046201276177748947	0.078400394259205197	0.0031229363997373524	0.035557245036625544	0.32880437647749239	0.030422505194736001	106.04055796506857	123.44801312858985	122.57730629468995	87.081265872240678	107.6019730416097	110.81353780035163	100.0	118.0	118.0	86.0	107.0	111.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
9	1	1445.5	282.0	136	0.071355602513714714	0.46337045127604026	0.051780697088893241	0.081874880367124925	0.0037821973284659399	0.034663139835951519	0.23291539289910326	0.036496350364963501	108.7376106703461	126.15108658157986	124.17891226859837	86.673947577442419	107.44956314535345	109.97597299444003	101.0	119.0	118.0	86.0	107.0	110.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
10	1	1571.5	288.0	136	0.090349621099518551	0.55948638712771059	0.075435728143087868	0.088823912421352874	0.0074049487169736382	0.030741571208500542	0.096894429591094192	0.062176993979434172	115.83753928197315	131.91648414436719	127.50204742405485	86.225326560232219	106.75568456700532	108.86090953072085	104.0	120.0	118.0	85.0	106.0	109.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
11	1	1718.5	282.0	136	0.067884829849805803	0.44973093931482766	0.049707735851863791	0.083898405231172105	0.0035310594924490984	0.030741571208500542	0.33110893617040349	0.030156108476743566	108.72159696718398	125.80630257078545	123.26679303400071	85.959140201394263	106.57455460883037	108.65172347017815	102.0	119.0	118.0	85.0	106.0	108.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
12	1	1843.5	293.0	136	0.078434208639544478	0.49949384623581439	0.061724756542870365	0.094086668769009119	0.0046468899710492692	0.030741571208500542	0.23109189658141147	0.038041451329319624	112.63061333333333	129.10015999999999	125.23754666666666	86.020438577815625	106.75122418565041	108.36863955716414	106.0	122.0	120.0	85.0	106.0	108.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
13	1	1994.5	282.0	136	0.084410599921220755	0.57989237572593111	0.069752918726720792	0.10568272015343008	0.0031736975525020342	0.03376900471608326	0.47964053979816396	0.028451169481591987	111.8858875413451	128.17052554208013	124.62146269753767	86.429676601141409	107.14939759036145	108.61192136968928	108.0	124.0	121.0	86.0	107.0	108.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
14	1	2125.5	286.0	136	0.086358542986598841	0.55271991049070279	0.07175057738529747	0.1045101869311568	0.0048888121435474675	0.029890579566726645	0.26604801786400417	0.037295540518940809	114.91334104491999	130.48563716984771	126.07210333526123	85.9222156045265	106.49505658129839	108.32233472304944	108.0	124.0	121.0	85.0	106.0	108.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
15	1	2265.5	281.0	136	0.078361466425707293	0.53433853694922484	0.062462736832141749	0.096431765132749925	0.0036885690853521746	0.031019999230099807	0.4212043450945932	0.029143800948372316	111.04905773257553	127.27041579419684	123.87117359656995	86.332379862700222	106.82700228832952	108.85389016018307	106.0	122.0	120.0	86.0	106.0	109.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
16	1	2389.5	291.0	136	0.070235220092087519	0.45378016942831262	0.051464061879626502	0.082321962886656178	0.0046946024363436834	0.031592532931080199	0.20818920171895736	0.038201289360115083	109.53575202536105	126.5065163790067	123.97733943876952	86.210593055013661	106.8788529067499	109.40587202497073	102.0	119.0	118.0	86.0	106.0	109.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
17	1	2539.5	282.0	136	0.071160471368442738	0.50487505993926152	0.053810878248423372	0.085114111850734003	0.0033616295300282709	0.032918013074309367	0.46325380741285715	0.027012627204432843	107.88149008020261	124.63349514563107	122.68446601941747	86.60454105240504	106.93973958893791	109.56956849241365	102.0	119.0	118.0	86.0	106.0	109.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
18	1	2676.5	282.0	136	0.078004735799919733	0.53481805104161118	0.061685760544768008	0.088757252456585708	0.0040196383613007739	0.033533720172578357	0.31781614569649125	0.033565986467046727	110.72922893006574	126.7379956166567	123.96742378959952	86.750544038483568	106.90218760737602	109.4694765777116	104.0	120.0	119.0	86.0	106.0	109.0	DLR00012733	DLR00012733-2009-11-12_22-56-40
