K000134_027_078_2012-05-07_20-21-29	1	1	323.0	152.0	13356127.100254199	3098896.1427454501	65	2914960.0665814965	0.27594253792561907	137.0	125.0	94.0	52.0	51.0	48.0	0.047719428772190875	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	2	710.0	150.0	18524260.607187882	4425061.1750889458	65	4359170.6065355036	0.291350414333018	141.0	129.0	99.0	53.0	53.0	50.0	0.046024758716184097	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	3	1097.0	147.0	19152584.289168581	4271030.9283383768	65	4317347.0998702096	0.28649156710760437	138.0	127.0	98.0	55.0	55.0	52.0	0.043220975330839552	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	4	1485.0	145.0	19444550.602434535	4334934.3128994182	65	4447048.0181940673	0.28459352334420057	138.0	127.0	98.0	56.0	56.0	53.0	0.0424494182321698	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	5	1872.0	143.0	18760167.359001383	4056419.5811403501	65	4180245.0987894326	0.28156608983661785	137.0	126.0	97.0	56.0	56.0	53.0	0.042876530197504842	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	6	2259.0	141.0	19211180.482360963	4271569.0042258129	65	4421278.6394869573	0.28346413360002165	138.0	127.0	97.0	56.0	57.0	53.0	0.04667920446952005	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	7	2646.0	140.0	19235532.147064295	4233055.2078018831	65	4421169.6389054302	0.2716994277176687	134.0	124.0	95.0	57.0	57.0	54.0	0.048001873781525338	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	8	3033.0	144.0	19082319.589972515	3864181.4146287488	65	4119716.20900768	0.21253078040034334	117.0	109.0	87.0	58.0	58.0	55.0	0.056778335778893782	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	9	3415.0	116.0	19647227.478454955	3940041.7060050499	65	4253239.3327386612	0.2016170661597643	113.0	106.0	86.0	59.0	59.0	57.0	0.0692679163136104	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	10	3808.0	132.0	13414723.293446587	2000123.7525112114	65	2486714.7982890969	0.083558229465907075	80.0	75.0	69.0	60.0	60.0	57.0	0.032143619842795242	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	11	4195.0	130.0	18247767.747535493	3707372.2918002913	65	3900511.7667765496	0.21304452288464176	117.0	109.0	87.0	58.0	57.0	54.0	0.056833447000227334	380.0	380
K000134_027_078_2012-05-07_20-21-29	1	12	4582.0	127.0	20725042.304751273	4555873.9718760271	65	4684975.762462711	0.25520530504418526	131.0	119.0	91.0	57.0	56.0	52.0	0.085422393067008356	380.0	380
K000134_027_078_2012-05-07_20-21-29	2	1	298.0	528.0	14625964.949263234	4024130.813024499	65	3667202.7853318243	0.29651117614750938	144.0	130.0	95.0	51.0	50.0	47.0	0.036077183265477639	380.0	380
K000134_027_078_2012-05-07_20-21-29	2	2	696.0	529.0	11397086.407506147	3266518.9373677466	65	2993155.4980448852	0.30249944303629617	145.0	131.0	98.0	52.0	52.0	49.0	0.034596069192138382	380.0	380
K000134_027_078_2012-05-07_20-21-29	2	3	1080.0	528.0	11006445.119556906	3178343.8307885565	65	3083687.0035810969	0.30362883278047509	145.0	132.0	99.0	54.0	54.0	51.0	0.033176955242799372	380.0	380
K000134_027_078_2012-05-07_20-21-29	2	4	1487.0	532.0	10845115.340897348	3109843.0552233732	65	3121496.1413483373	0.30435431340241137	145.0	132.0	99.0	55.0	55.0	52.0	0.033507622570800699	380.0	380
K000134_027_078_2012-05-07_20-21-29	2	5	1874.0	530.0	10789055.779444892	3121931.9932634439	65	3178119.216701176	0.30750725792983169	145.0	133.0	100.0	55.0	55.0	52.0	0.033996734660135988	380.0	380
K000134_027_078_2012-05-07_20-21-29	2	6	2256.0	521.0	10195230.289127244	2958494.3643085263	65	3066004.4474998326	0.31236607523605109	147.0	135.0	101.0	56.0	56.0	53.0	0.039762746192159054	380.0	380
K000134_027_078_2012-05-07_20-21-29	2	7	2649.0	526.0	9086214.8924297839	2607316.3637098083	65	2811711.4200467765	0.31818571754610009	148.0	136.0	103.0	56.0	57.0	53.0	0.049958322138866501	380.0	380
K000134_027_078_2012-05-07_20-21-29	2	8	3036.0	523.0	6187098.4768636199	1765426.0487788413	65	2086101.2435765823	0.31577393129839787	147.0	135.0	104.0	57.0	58.0	55.0	0.040644525733495911	380.0	380
