Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	513.0	342.0	380	0.079163545341955799	0.36272139210945087	0.084158821974511175	0.27594253792561907	0.0082786748312235914	-0.013782941499549423	0.013789312366339851	0.047719428772190875	124.32322944561564	113.43477104818339	87.649440677644193	53.987709171098714	52.593332468543259	48.879242876291784	137.0	125.0	94.0	52.0	51.0	48.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
2	1	900.0	340.0	380	0.11838494939263222	0.50307589504067896	0.12017438420207881	0.291350414333018	0.010791311855165282	-0.0071123524265178668	0.020559397359771851	0.046024758716184097	125.33927177619236	115.23906226464184	91.035794979938927	54.482352288795852	53.85515845509746	50.563049324867606	141.0	129.0	99.0	53.0	53.0	50.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
3	1	1287.0	337.0	380	0.11724912008772499	0.52013970694608058	0.11599128043936716	0.28649156710760437	0.011644525962176189	0.00073078482838409445	0.024104093055801204	0.043220975330839552	120.1893277177368	111.36311983471074	88.982014197923291	55.82934952696786	55.545544597097205	52.24439754798513	138.0	127.0	98.0	55.0	55.0	52.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
4	1	1675.0	335.0	380	0.12077149579583042	0.52806883391544557	0.11772674794686379	0.28459352334420057	0.011804464591112614	0.0046523534558350751	0.025369211202427418	0.0424494182321698	119.94411323462266	111.4356662970452	89.11297371339117	56.713163810469155	56.577365486234783	53.181385572066681	138.0	127.0	98.0	56.0	56.0	53.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
5	1	2062.0	333.0	380	0.11352574816113825	0.50948257452070456	0.11016293468959726	0.28156608983661785	0.012377303842082989	0.0046523534558350751	0.023991090120664464	0.042876530197504842	117.99494300742323	109.73269602606921	87.977851995078225	56.763089152294818	56.690944328970282	53.369220830290431	137.0	126.0	97.0	56.0	56.0	53.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
6	1	2449.0	331.0	380	0.1200716593201607	0.52173104346208687	0.11600589333077542	0.28346413360002165	0.012655284645940373	0.0060602011408075014	0.020728109734093714	0.04667920446952005	119.7857529543804	111.33061332277019	88.749098831451775	57.204030190418578	57.122173249214988	53.672673061965256	138.0	127.0	97.0	56.0	57.0	53.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
7	1	2836.0	330.0	380	0.12006869911752296	0.52239237811808958	0.11495994806914026	0.2716994277176687	0.014478130222383895	0.0088523501048853193	0.01962638722682794	0.048001873781525338	119.10994184436444	110.6910498345004	88.706518442325702	57.777744122313571	57.674772825616614	54.233607384970433	134.0	124.0	95.0	57.0	57.0	54.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
8	1	3223.0	334.0	380	0.11188192409450004	0.51823148090740623	0.10494219256500865	0.21253078040034334	0.016158621178673636	0.012495490710737035	0.013916127094225178	0.056778335778893782	113.9283767796137	106.19506294282638	86.159809642814409	58.752981382446308	58.599951382732293	55.206451797408988	117.0	109.0	87.0	58.0	58.0	55.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
9	1	3605.0	306.0	380	0.11550810202429693	0.53357306714613428	0.1070023818913978	0.2016170661597643	0.015791333463362905	0.016695487359787282	0.0096269688227881931	0.0692679163136104	113.44268856353449	105.51022542412271	86.572894879541408	59.828998478739273	59.450765799695745	56.573131286277636	113.0	106.0	86.0	59.0	59.0	57.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
10	1	3998.0	322.0	380	0.067533398465295116	0.36431272862545727	0.054318715781630861	0.083558229465907075	0.014242638047903466	0.020338627965638997	0.030524228198010765	0.032143619842795242	98.757563724377889	92.242360638378344	78.343449814688753	60.550678934078917	60.022638360588232	57.444336075078297	80.0	75.0	69.0	60.0	60.0	57.0	K000134_027_078	K000134_027_078_2012-05-07_20-21-29
