K000134_027_078_2012-05-06_08-23-48	1	1	323.0	152.0	13356127.100254199	2812409.7512356713	65	2672269.9588277773	0.26867196429089174	135.0	123.0	94.0	52.0	52.0	49.0	0.046382981654852197	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	2	710.0	150.0	18524260.607187882	4206066.9342525816	65	4185410.9661732297	0.28642490714283719	139.0	127.0	99.0	54.0	54.0	51.0	0.045687202485516082	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	3	1097.0	147.0	19152584.289168581	4097104.9131259965	65	4193356.0657359501	0.27971118955130841	136.0	126.0	98.0	56.0	56.0	53.0	0.041808750284167237	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	4	1485.0	145.0	19444550.602434535	4148854.370234699	65	4319078.9286428019	0.27858176988793526	136.0	126.0	97.0	57.0	57.0	54.0	0.041712305646833515	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	5	1872.0	143.0	18760167.359001383	3846565.9327404336	65	4033160.6527546984	0.27186805229640648	134.0	124.0	96.0	57.0	57.0	55.0	0.041546971982832852	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	6	2259.0	141.0	19211180.482360963	3990721.5262840674	65	4197938.0668034507	0.27186805229640648	134.0	124.0	96.0	57.0	57.0	55.0	0.045673424680182692	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	7	2646.0	140.0	19235532.147064295	3823553.1471598819	65	4071621.3700105846	0.23354647122257066	122.0	114.0	92.0	58.0	58.0	56.0	0.051267213645538399	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	8	3033.0	144.0	19082319.589972515	3173443.0855296035	65	3471749.3691197676	0.092487642906087839	83.0	78.0	71.0	59.0	59.0	57.0	0.063047237205585527	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	9	3415.0	116.0	19647227.478454955	3201212.3647791548	65	3542421.3438075162	0.09253078638418219	83.0	78.0	71.0	60.0	59.0	58.0	0.079477270065651237	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	10	3808.0	132.0	13414723.293446587	1575911.1666903961	65	2069418.4138646466	0.077738617075052294	77.0	74.0	69.0	60.0	60.0	58.0	0.032329620214795983	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	11	4195.0	130.0	18247767.747535493	2750866.784488908	65	2963450.0510230898	0.072922943246927288	77.0	73.0	67.0	58.0	57.0	56.0	0.063081681718918994	380.0	380
K000134_027_078_2012-05-06_08-23-48	1	12	4582.0	127.0	20725042.304751273	3272537.1430868753	65	3406969.7264159671	0.13080922397992362	94.0	87.0	74.0	56.0	56.0	53.0	0.093447964673707126	380.0	380
K000134_027_078_2012-05-06_08-23-48	2	1	298.0	528.0	14625964.949263234	3699907.0668444345	65	3384948.8341420046	0.29258960752005841	143.0	129.0	96.0	51.0	51.0	48.0	0.036931407196147722	380.0	380
K000134_027_078_2012-05-06_08-23-48	2	2	696.0	529.0	11397086.407506147	3095362.1116447141	65	2894987.9738076273	0.2957856955255731	143.0	130.0	98.0	53.0	53.0	50.0	0.033576511597467641	380.0	380
