------------------------------------------------
gPROMS Parameter Estimation
------------------------------------------------


Estimation Name                   :  my_model
Final Optimisation Status         :  Optimal Solution Found
Objective function                :  -9400.61
    Constant term                 :  3528.72
    Variance term                 :  -14849.3
    Least squares term            :  1919.92

Statistical Analysis:
=====================

Estimated Parameters:
---------------------
                                Final         Lower      Upper   95% Conf.  95%       Standard
Parameter                       Value         Bound      Bound   Interval   t-value   Deviation
------------
-5.491E-008 -8.746E-010  8.178E-008  1.396E-007  6.647E-008  5.725E-008  6.068E-008  8.486E-009  1.984E-009 -1.526E-009  4.024E-011 -1.904E-010  1.703E-010  1.151E-011  1.981E-010  5.295E-010  6.018E-010  1.574E-009  1.314E-009  2.635E-009 -1.073E-007  1.176E-009 -3.739E-008  4.812E-009 -3.492E-008  1.298E-006  2.070E-007  4.760E-007  6.188E-007  2.540E-007 -3.514E-009 -2.390E-008 -5.180E-008  2.593E-009  3.556E-008 -1.347E-009  5.373E-009  2.107E-009  2.530E-009  7.238E-010 -1.284E-008  8.037E-009 -9.977E-009  2.457E-009  1.092E-008 -2.074E-010 -1.251E-009  1.098E-006  1.927E-006  1.052E-006  1.086E-006  3.952E-007 -1.860E-008  1.426E-008  5.464E-008 -3.039E-008  1.405E-008 -6.932E-009  2.969E-008  4.818E-008  1.340E-009 -2.250E-008  7.482E-009 -5.744E-010 -2.543E-009  1.745E-009  1.345E-008  1.272E-006  5.216E-006  1.852E-005  9.304E-006  3.574E-006  1.668E-006  7.281E-007  1.121E-007  1.216E-008  4.663E-008  6.593E-009  9.915E-010  3.513E-008 -7.127E-010  1.834E-008 -2.250E-008  2.068E-008  1.299E-008  8.598E-008 -3.144E-009  3.217E-010  2.009E-009  4.882E-006  1.418E-004  2.940E-005  1.718E-004  3.328E-005  1.747E-005  1.271E-005  3.107E-006  6.784E-007  3.229E-008  1.895E-008 -1.994E-009 -1.737E-008 -5.101E-010  5.147E-008 -1.479E-009  5.773E-009 -2.027E-009 -6.398E-008 -7.887E-008  2.405E-008 -6.478E-010  1.667E-005  3.843E-004  2.327E-004  1.463E-004  1.108E-004  3.683E-005  5.948E-006  2.583E-007  3.007E-007  3.579E-008 -7.076E-009 -1.537E-008 -7.950E-009  4.099E-008  2.038E-008  1.813E-009  1.754E-008 -3.769E-008 -9.869E-009 -2.460E-009  6.263E-005  2.167E-004  1.481E-003  3.045E-003  4.372E-003  2.895E-004  4.388E-005  3.444E-005  4.198E-006 -9.377E-008 -2.229E-007 -5.014E-009 -4.057E-009  3.906E-009  7.649E-009  6.119E-010  2.325E-009 -1.977E-010  1.408E-008  2.108E-008  1.874E-008 -1.557E-009  1.897E-004  7.427E-004  2.706E-003  2.677E-002  2.975E-003  8.805E-004  1.977E-004  3.715E-004  8.430E-007 -1.949E-007 -3.788E-008 -5.754E-009  9.658E-009  8.360E-009  7.612E-009 -3.924E-009  7.404E-008 -7.723E-010 -1.571E-008 -1.334E-009  5.189E-004  1.000E+000
 2.670E-007 -2.607E-008 -1.620E-007  1.309E-007  1.362E-007  6.800E-008 -1.417E-007  3.212E-008  1.688E-008  2.104E-008  8.629E-010  1.109E-009 -9.364E-010 -1.244E-010 -1.029E-009 -2.675E-009 -3.031E-009 -7.919E-009 -6.614E-009 -1.326E-008  5.397E-007 -5.915E-009  1.881E-007 -2.421E-008 -2.038E-007  5.232E-007  1.479E-007  1.822E-007  9.364E-007  5.357E-007  5.724E-007  1.417E-007  3.201E-007  2.582E-008 -1.774E-007  5.309E-009 -2.573E-008 -1.089E-008 -1.277E-008 -3.662E-009  6.458E-008 -4.045E-008  5.020E-008 -1.236E-008 -5.494E-008  1.044E-009  6.293E-009  6.446E-007  1.658E-006  1.907E-006  2.889E-006  1.207E-006  2.540E-007  7.102E-008  2.178E-007  1.729E-007 -3.669E-008  3.367E-008 -1.502E-007 -2.426E-007 -6.777E-009  1.132E-007 -3.765E-008  2.889E-009  1.279E-008 -8.779E-009 -6.766E-008  7.149E-007  2.986E-006  1.428E-005  1.659E-005  9.930E-006  5.922E-006  3.070E-006  6.193E-007  1.065E-007  1.976E-007 -3.536E-008  5.845E-009 -1.774E-007  3.233E-009 -9.231E-008  1.132E-007 -1.041E-007 -6.538E-008 -4.326E-007  1.582E-008 -1.619E-009 -1.011E-008  1.521E-006  5.002E-005  1.576E-005  1.171E-004  6.985E-005  5.244E-005  4.333E-005  1.300E-005  3.174E-006  3.190E-007  2.562E-010 -2.865E-009  8.422E-008  7.608E-010 -2.593E-007  7.336E-009 -2.907E-008  1.019E-008  3.220E-007  3.968E-007 -1.210E-007  3.260E-009  5.098E-006  1.219E-004  9.969E-005  3.647E-004  3.436E-004  1.428E-004  3.012E-005  3.569E-006  1.867E-006  1.931E-007  2.260E-008  7.105E-008  3.255E-008 -2.069E-007 -1.028E-007 -9.185E-009 -8.827E-008  1.896E-007  4.966E-008  1.238E-008  1.799E-005  7.397E-005  5.278E-004  1.607E-003  9.426E-003  1.127E-003  2.618E-004  1.716E-004  2.650E-005  1.455E-006  4.140E-008  1.024E-007 -2.894E-008 -2.842E-008 -4.047E-008 -3.381E-009 -1.188E-008  9.393E-010 -7.086E-008 -1.061E-007 -9.430E-008  7.834E-009  4.693E-005  2.095E-004  9.383E-004  1.010E-002  1.077E-002  4.248E-003  1.135E-003  1.838E-003  2.590E-005 -6.047E-007 -1.574E-007  1.185E-008 -5.412E-008 -4.290E-008 -3.848E-008  1.970E-008 -3.725E-007  3.886E-009  7.905E-008  6.714E-009  1.036E-004  1.322E-002  1.000E+000
-9.395E-008  4.857E-008  2.286E-007  5.148E-007  6.384E-007  9.154E-007  8.023E-007  4.864E-007  2.532E-007  1.524E-007  3.580E-008  1.374E-008  5.015E-009  1.244E-009  6.247E-010  1.142E-009  1.274E-009  3.325E-009  2.777E-009  5.568E-009 -2.266E-007  2.484E-009 -7.899E-008  1.017E-008  1.082E-007  1.330E-006  5.461E-007  1.602E-006  4.066E-006  4.345E-006  2.680E-006  1.178E-006  6.185E-007  4.861E-007  1.736E-007  1.602E-008  5.114E-008  4.375E-009  7.005E-009  1.473E-009 -2.714E-008  1.701E-008 -2.108E-008  5.191E-009  2.307E-008 -4.382E-010 -2.642E-009  2.419E-006  6.536E-006  1.268E-005  2.129E-005  1.562E-005  6.703E-006  2.873E-006  4.596E-006  4.428E-007  6.113E-007  8.591E-009  6.254E-008  1.015E-007  2.987E-009 -4.748E-008  1.581E-008 -1.205E-009 -5.372E-009  3.686E-009  2.841E-008  3.298E-006  1.125E-005  3.762E-005  7.308E-005  1.031E-004  7.800E-005  4.518E-005  1.504E-005  4.502E-006  5.468E-006  3.450E-007  3.225E-007  9.269E-008 -5.131E-010  3.934E-008 -4.754E-008  4.371E-008  2.746E-008  1.817E-007 -6.642E-009  6.795E-010  4.245E-009  4.145E-006  6.173E-005  5.359E-005  2.096E-004  3.716E-004  5.708E-004  4.556E-004  2.005E-004  6.972E-005  1.613E-005  4.523E-006  8.953E-007  1.903E-007  3.701E-008  1.202E-007 -1.242E-009  1.267E-008 -4.241E-009 -1.352E-007 -1.666E-007  5.081E-008 -1.369E-009  1.410E-005  1.284E-004  1.981E-004  2.029E-003  3.121E-003  1.870E-003  7.017E-004  2.066E-004  6.307E-005  1.431E-005  2.765E-006  5.905E-007  6.073E-008  1.218E-007  5.080E-008  4.317E-009  3.725E-008 -7.965E-008 -2.081E-008 -5.199E-009  3.871E-005  1.680E-004  7.039E-004  2.615E-003  1.201E-002  1.592E-002  8.329E-003  2.958E-003  7.427E-004  1.577E-004  3.929E-005  7.670E-006  1.096E-006  2.352E-007  6.238E-008  2.800E-008  1.518E-008  1.310E-009  2.977E-008  4.454E-008  3.959E-008 -3.289E-009  7.708E-005  3.632E-004  1.911E-003  9.003E-003  2.990E-002  7.978E-002  2.889E-002  1.747E-002  1.929E-003  8.390E-005  1.254E-005  3.574E-007  6.945E-008  2.910E-008  1.787E-008 -8.192E-009  1.565E-007 -1.633E-009 -3.319E-008 -2.819E-009  1.066E-004  1.592E-002  8.035E-002  1.000E+000
-3.395E-007  3.346E-008  2.510E-007  2.591E-008  5.744E-009  1.362E-007  3.617E-007  9.325E-008  4.980E-008  2.217E-008  4.737E-009  2.911E-010  1.296E-009 -1.365E-011  1.176E-009  3.350E-009  3.838E-009  1.006E-008  8.406E-009  1.686E-008 -6.861E-007  7.520E-009 -2.391E-007  3.078E-008  2.236E-007  1.401E-007 -1.185E-009  3.212E-007  3.172E-007  5.001E-007 -2.074E-008 -1.057E-007 -2.090E-007  1.397E-007  2.408E-007 -1.171E-008  4.561E-008  1.235E-008  1.635E-008  4.537E-009 -8.212E-008  5.140E-008 -6.382E-008  1.571E-008  6.984E-008 -1.327E-009 -8.000E-009  5.092E-008  1.735E-007  4.070E-007  2.021E-006  3.065E-006  2.685E-007  5.484E-007  2.180E-006 -5.752E-008  3.195E-007 -4.447E-008  1.865E-007  3.073E-007  8.469E-009 -1.439E-007  4.785E-008 -3.677E-009 -1.627E-008  1.116E-008  8.601E-008 -1.187E-007  5.137E-008  1.603E-006  3.477E-006  7.593E-006  1.635E-005  1.639E-005  5.013E-006  1.255E-006  3.041E-006  1.062E-007  1.369E-007  2.266E-007 -6.079E-009  1.172E-007 -1.440E-007  1.323E-007  8.311E-008  5.500E-007 -2.011E-008  2.057E-009  1.285E-008  9.581E-009  3.183E-006  5.936E-008  1.419E-005  9.761E-006  4.056E-005  1.531E-004  8.926E-005  3.426E-005  5.123E-006  1.655E-006  1.666E-007 -6.043E-008 -2.016E-009  3.308E-007 -9.535E-009  3.690E-008 -1.300E-008 -4.093E-007 -5.045E-007  1.538E-007 -4.144E-009  9.804E-008  6.656E-006  4.178E-006  3.318E-005  2.917E-004  6.285E-004  2.590E-004  5.084E-005  3.489E-005  6.793E-006  8.338E-007  9.191E-008 -7.427E-008  2.714E-007  1.318E-007  1.129E-008  1.121E-007 -2.411E-007 -6.313E-008 -1.574E-008  6.743E-009  3.573E-007  2.478E-005  1.055E-004  1.466E-003  8.660E-004  1.330E-003  1.948E-003  4.450E-004  4.861E-005  3.334E-006  3.863E-006  7.475E-008  5.920E-008  5.403E-008  1.401E-008  1.820E-008 -9.337E-010  9.002E-008  1.348E-007  1.199E-007 -9.960E-009  1.054E-007  2.293E-006  1.471E-005  5.748E-004  6.004E-004  3.244E-003  1.072E-002  2.813E-002  6.353E-004  1.471E-005  2.403E-006  4.381E-009  3.671E-008  5.186E-008  4.793E-008 -2.542E-008  4.735E-007 -4.943E-009 -1.005E-007 -8.535E-009  1.700E-006  3.292E-004  2.336E-003  7.998E-002  1.000E+000
 2.258E-007 -2.289E-008 -1.636E-007  1.283E-008  4.315E-008  3.087E-008 -5.987E-008  1.617E-007  1.400E-007  1.370E-007  2.700E-008  1.283E-008  3.165E-009  7.820E-010 -8.591E-010 -2.316E-009 -2.587E-009 -6.713E-009 -5.603E-009 -1.123E-008  4.571E-007 -5.010E-009  1.593E-007 -2.050E-008 -1.531E-007 -4.288E-008  1.139E-008 -1.484E-007  1.611E-007  2.930E-007  7.359E-007  3.212E-007  6.883E-007  4.761E-007 -6.436E-008  1.127E-008  3.999E-008 -1.169E-008 -8.471E-009 -3.355E-009  5.462E-008 -3.423E-008  4.251E-008 -1.047E-008 -4.653E-008  8.837E-010  5.330E-009 -9.344E-010  7.931E-008  1.829E-007  1.550E-006  2.688E-006  1.689E-006  1.808E-006  6.298E-006  8.124E-007  1.017E-006  5.448E-008 -1.348E-007 -2.078E-007 -5.708E-009  9.591E-008 -3.189E-008  2.456E-009  1.083E-008 -7.435E-009 -5.730E-008  4.125E-008  2.336E-008  7.278E-007  1.744E-006  4.532E-006  1.393E-005  2.898E-005  1.463E-005  5.494E-006  1.120E-005  4.925E-007  7.342E-007 -1.183E-007  7.804E-010 -7.742E-008  9.559E-008 -8.810E-008 -5.538E-008 -3.664E-007  1.339E-008 -1.371E-009 -8.562E-009 -2.301E-008  8.632E-007  1.766E-007  4.606E-006  4.723E-006  2.173E-005  1.103E-004  1.656E-004  9.775E-005  2.442E-005  8.669E-006  1.668E-006  5.558E-007  6.875E-008 -1.944E-007  9.619E-009 -2.374E-008  8.613E-009  2.726E-007  3.361E-007 -1.025E-007  2.759E-009 -1.447E-007  1.654E-006  1.268E-006  1.803E-005  1.293E-004  4.132E-004  6.009E-004  2.413E-004  1.475E-004  3.707E-005  7.046E-006  1.767E-006  1.181E-007 -7.329E-008 -6.549E-008 -7.650E-009 -7.446E-008  1.604E-007  4.214E-008  1.047E-008 -4.381E-008  2.362E-007  5.956E-006  2.883E-005  4.111E-004  3.691E-004  9.953E-004  4.724E-003  1.718E-003  3.383E-004  7.665E-005  2.770E-005  2.819E-006  6.435E-007  1.003E-007  9.794E-008  2.736E-008  6.430E-009 -6.010E-008 -8.986E-008 -7.987E-008  6.635E-009  1.837E-007  8.357E-007  5.361E-006  1.297E-004  2.124E-004  1.168E-003  4.959E-003  7.769E-002  4.167E-003  2.151E-004  3.959E-005  1.253E-006  2.612E-008 -6.094E-009 -2.948E-008  1.598E-008 -3.155E-007  3.278E-009  6.695E-008  5.686E-009  3.832E-007  8.020E-005  5.577E-004  1.626E-002  1.392E-002  1.000E+000
-5.323E-007  5.374E-008  3.901E-007  5.643E-009 -3.966E-008  1.069E-007  4.611E-007  1.224E-007  1.634E-007  1.903E-007  6.430E-008  3.341E-008  1.637E-008  4.521E-009  2.705E-009  5.367E-009  6.042E-009  1.580E-008  1.320E-008  2.646E-008 -1.077E-006  1.181E-008 -3.755E-007  4.832E-008  3.578E-007  1.491E-007 -1.432E-008  4.243E-007  6.965E-008  1.783E-007 -4.994E-007 -6.234E-008  1.692E-008  8.641E-007  5.889E-007  2.893E-008  2.489E-007  1.802E-008  3.554E-008  6.785E-009 -1.291E-007  8.091E-008 -1.002E-007  2.467E-008  1.097E-007 -2.083E-009 -1.256E-008  3.994E-008  2.668E-008  1.312E-007  1.457E-007  1.373E-006  9.640E-007  2.714E-006  1.192E-005  1.461E-006  3.155E-006  5.219E-008  2.886E-007  4.800E-007  1.461E-008 -2.255E-007  7.515E-008 -5.691E-009 -2.554E-008  1.752E-008  1.350E-007 -1.177E-007  2.406E-008 -4.567E-009  2.794E-007  1.475E-006  5.905E-006  1.899E-005  2.153E-005  1.261E-005  2.930E-005  2.003E-006  2.626E-006  5.054E-007 -4.074E-009  1.896E-007 -2.265E-007  2.079E-007  1.305E-007  8.635E-007 -3.158E-008  3.228E-009  2.018E-008  4.671E-008  2.021E-007 -1.277E-007  1.121E-006  1.161E-006  6.685E-006  4.545E-005  1.013E-004  1.518E-004  6.155E-005  2.799E-005  6.764E-006  1.979E-006  3.659E-007  6.498E-007  6.426E-009  6.364E-008 -2.016E-008 -6.428E-007 -7.921E-007  2.415E-007 -6.511E-009  2.982E-007  3.311E-007  1.961E-007  3.259E-006  3.680E-005  1.502E-004  3.305E-004  4.565E-004  3.941E-004  1.288E-004  2.991E-005  7.937E-006  6.903E-007  9.587E-007  3.280E-007  2.253E-008  1.786E-007 -3.793E-007 -9.846E-008 -2.474E-008  1.037E-007 -4.780E-008  1.478E-006  5.722E-006  9.607E-005  8.974E-005  3.056E-004  2.184E-003  3.622E-003  1.115E-003  3.252E-004  1.256E-004  1.647E-005  4.073E-006  9.401E-007  5.844E-007  2.446E-007  3.366E-008  1.414E-007  2.117E-007  1.882E-007 -1.563E-008 -2.443E-007 -1.828E-007  2.192E-007  2.450E-005  3.765E-005  2.468E-004  1.250E-003  2.769E-002  1.194E-002  1.008E-003  2.179E-004  8.312E-006  9.587E-007  3.343E-007  1.109E-007 -3.990E-008  7.444E-007 -7.811E-009 -1.578E-007 -1.340E-008 -3.577E-008  1.220E-005  9.473E-005  3.159E-003  2.669E-003  1.713E-002  1.000E+000
-1.747E-007  1.762E-008  1.279E-007  1.221E-009 -1.416E-008  3.302E-008  1.503E-007  5.153E-008  1.015E-007  2.168E-007  8.059E-008  5.501E-008  2.750E-008  8.861E-009  2.062E-009  1.799E-009  1.960E-009  5.169E-009  4.319E-009  8.681E-009 -3.535E-007  3.874E-009 -1.232E-007  1.586E-008  1.174E-007  4.806E-008 -5.087E-009  1.377E-007  1.681E-008  4.932E-008 -1.723E-007 -5.307E-008  1.443E-007  9.632E-007  4.401E-007  4.675E-008  4.590E-007 -3.148E-009  3.442E-008  9.753E-010 -4.283E-008  2.706E-008 -3.292E-008  8.104E-009  3.598E-008 -6.851E-010 -4.123E-009  1.180E-008  3.344E-009  2.689E-008  9.449E-010  4.041E-007  1.951E-007  1.391E-006  1.486E-005  2.878E-006  6.737E-006  2.558E-007  6.006E-008  1.451E-007  7.583E-009 -7.288E-008  2.466E-008 -1.655E-009 -8.408E-009  5.747E-009  4.432E-008 -3.924E-008  3.643E-009 -3.222E-008  8.240E-009  2.642E-007  1.585E-006  7.303E-006  1.200E-005  1.509E-005  5.877E-005  4.350E-006  7.442E-006  5.543E-007 -5.365E-009  7.710E-008 -7.729E-008  6.876E-008  4.271E-008  2.833E-007 -1.040E-008  1.051E-009  6.620E-009  1.477E-008  3.199E-008 -5.734E-008  1.897E-007  7.207E-008  1.137E-006  1.262E-005  3.609E-005  8.271E-005  8.058E-005  5.646E-005  1.617E-005  6.180E-006  1.105E-006  6.277E-007  6.858E-008  3.927E-008 -6.608E-009 -2.123E-007 -2.604E-007  7.923E-008 -2.163E-009  9.665E-008  4.613E-008 -2.278E-009 -1.723E-007  6.930E-006  3.619E-005  9.678E-005  1.866E-004  6.232E-004  3.024E-004  8.387E-005  2.677E-005  1.924E-006  2.323E-006  5.778E-007  1.884E-008  6.755E-008 -1.282E-007 -2.973E-008 -8.306E-009  3.050E-008 -3.853E-008  2.361E-007  7.102E-007  1.852E-005  1.248E-005  4.336E-005  6.144E-004  1.455E-003  1.824E-003  6.287E-004  4.245E-004  5.405E-005  1.601E-005  3.765E-006  2.737E-006  1.065E-006  1.689E-007  4.581E-008  6.938E-008  6.158E-008 -5.107E-009 -8.743E-008 -1.061E-007 -2.292E-007  3.730E-006  2.372E-006  3.113E-005  2.019E-004  7.310E-003  3.090E-003  2.432E-003  7.093E-004  3.661E-005  3.558E-006  1.267E-006  1.987E-007 -1.596E-008  2.483E-007 -2.826E-009 -5.186E-008 -4.397E-009 -2.708E-008  8.819E-007  1.111E-005  5.871E-004  3.828E-004  2.815E-003  1.445E-002  1.000E+000
-7.177E-007  7.258E-008  5.260E-007  5.371E-009 -5.642E-008  1.363E-007  6.219E-007  2.319E-007  5.366E-007  1.348E-006  1.114E-006  1.081E-006  7.334E-007  3.492E-007  1.256E-007  4.421E-008  2.018E-008  2.536E-008  1.874E-008  3.591E-008 -1.453E-006  1.591E-008 -5.063E-007  6.516E-008  4.829E-007  1.976E-007 -1.952E-008  5.679E-007  5.754E-008  1.762E-007 -7.197E-007  1.270E-007  8.854E-007  5.152E-006  4.936E-006  2.836E-006  6.605E-006  5.431E-007  8.315E-007  5.943E-008 -1.623E-007  1.488E-007 -1.338E-007  3.552E-008  1.478E-007 -2.831E-009 -1.694E-008  5.383E-008  2.648E-008  1.594E-007 -1.344E-007  1.246E-006  2.081E-006  6.933E-006  5.411E-005  2.857E-005  6.512E-005  8.607E-006  2.804E-006  1.387E-006  3.219E-007 -1.964E-007  1.232E-007  1.303E-008 -3.349E-008  2.403E-008  1.821E-007 -1.526E-007  3.968E-008 -1.405E-007  4.014E-008  1.018E-006  4.155E-006  1.689E-005  3.841E-005  7.935E-005  3.453E-004  8.366E-005  9.971E-005  1.474E-005  3.426E-006  1.367E-006 -9.191E-008  3.637E-007  1.910E-007  1.168E-006 -4.271E-008  4.324E-009  2.727E-008  6.732E-008  8.629E-008 -1.435E-007  4.090E-007  8.880E-007  3.897E-006  2.240E-005  6.902E-005  1.902E-004  3.776E-004  6.280E-004  3.804E-004  1.649E-004  5.071E-005  1.764E-005  4.093E-006  1.272E-006  1.707E-007 -8.459E-007 -1.067E-006  3.290E-007 -8.978E-009  4.166E-007  9.908E-008  9.455E-008  2.256E-006  1.431E-005  6.265E-005  2.098E-004  6.657E-004  1.868E-003  3.276E-003  1.818E-003  6.879E-004  2.163E-004  6.541E-005  1.804E-005  2.614E-006  1.054E-006 -4.422E-007  3.893E-008 -3.206E-008  1.623E-007 -1.247E-008  8.666E-007  1.882E-006  2.014E-005  3.431E-005  1.729E-004  8.022E-004  2.553E-003  7.753E-003  1.922E-002  8.002E-003  2.557E-003  6.555E-004  1.585E-004  6.864E-005  2.958E-005  6.094E-006  4.611E-007  3.461E-007  2.604E-007 -1.566E-008 -3.106E-007 -2.443E-007 -1.896E-008  4.666E-006  1.367E-005  7.633E-005  3.945E-004  4.437E-003  8.198E-003  8.867E-002  3.059E-002  1.727E-003  3.748E-004  7.190E-005  1.374E-005  2.091E-006  1.518E-006 -4.572E-009 -2.124E-007 -1.689E-008 -8.333E-008  3.223E-006  2.042E-005  3.668E-004  6.141E-004  3.281E-003  1.653E-002  8.248E-002  1.000E+000
-7.346E-008  7.425E-009  5.382E-008  5.781E-010 -5.695E-009  1.477E-008  6.714E-008  4.033E-008  1.136E-007  3.750E-007  3.833E-007  5.703E-007  5.196E-007  3.062E-007  1.288E-007  4.522E-008  1.685E-008  8.026E-009  3.285E-009  4.012E-009 -1.487E-007  1.617E-009 -5.182E-008  6.667E-009  4.942E-008  2.020E-008 -2.028E-009  5.809E-008  6.587E-009  2.087E-008 -6.538E-008  1.517E-008  2.325E-007  1.347E-006  1.528E-006  1.563E-006  4.895E-006  5.311E-007  8.784E-007  7.098E-008  5.806E-010  7.109E-008 -1.167E-008  7.191E-009  1.507E-008 -3.257E-010 -1.744E-009  5.389E-009  2.384E-009  1.529E-008 -6.866E-009  1.646E-007  2.501E-007  1.159E-006  1.467E-005  9.726E-006  3.851E-005  7.343E-006  2.755E-006  1.057E-006  4.304E-007  1.335E-007  4.645E-008  3.464E-008 -1.812E-009  3.186E-009  1.865E-008 -1.575E-008  3.545E-009 -1.539E-008  1.679E-009  1.042E-007  5.256E-007  2.604E-006  6.654E-006  1.685E-005  1.244E-004  5.344E-005  9.006E-005  1.661E-005  4.912E-006  1.738E-006  3.447E-007  1.750E-007  4.567E-008  1.267E-007 -4.604E-009  3.899E-010  2.922E-009  6.781E-009  7.703E-009 -1.662E-008  3.834E-008  6.767E-008  3.669E-007  2.824E-006  9.867E-006  3.207E-005  7.340E-005  1.851E-004  2.666E-004  1.716E-004  6.634E-005  2.543E-005  6.873E-006  2.130E-006  3.756E-007 -4.471E-008 -1.067E-007  4.026E-008 -1.275E-009  4.235E-008  8.081E-009  4.987E-009  1.213E-007  1.360E-006  6.912E-006  2.483E-005  8.645E-005  3.525E-004  8.901E-004  1.455E-003  8.166E-004  3.132E-004  1.081E-004  3.225E-005  5.155E-006  1.684E-006  1.087E-007  3.499E-007  7.637E-012  1.601E-008 -4.127E-009  7.730E-008  1.435E-007  2.026E-006  2.677E-006  1.403E-005  9.574E-005  3.355E-004  1.132E-003  4.153E-003  7.916E-003  3.464E-003  1.100E-003  3.005E-004  1.390E-004  6.171E-005  1.306E-005  6.407E-007  1.690E-007  4.221E-008  1.029E-008 -3.268E-008 -2.938E-008 -2.755E-008  3.885E-007  8.043E-007  5.538E-006  3.255E-005  6.143E-004  8.333E-004  1.486E-002  3.748E-002  3.386E-003  7.821E-004  1.631E-004  3.210E-005  5.245E-006  1.345E-006  1.528E-008 -2.028E-008  9.796E-010 -9.528E-009  1.869E-007  1.418E-006  3.990E-005  4.898E-005  2.968E-004  1.577E-003  7.919E-003  1.030E-001  1.000E+000
-1.081E-006  1.093E-007  7.917E-007  2.376E-009 -9.794E-008  1.587E-007  8.116E-007 -3.893E-009 -2.085E-010  3.094E-008  1.057E-007  2.326E-007  3.412E-007  2.698E-007  1.456E-007  6.832E-008  3.552E-008  4.130E-008  2.922E-008  5.437E-008 -2.189E-006  2.395E-008 -7.629E-007  9.817E-008  7.277E-007  2.935E-007 -3.143E-008  8.452E-007  2.193E-008  9.679E-008 -1.470E-006 -4.949E-007 -1.135E-006  2.799E-007  1.110E-006  5.433E-007  3.591E-006  5.438E-007  1.112E-006  1.147E-007 -2.335E-007  2.690E-007 -2.000E-007  5.735E-008  2.226E-007 -4.339E-009 -2.555E-008  7.549E-008  1.223E-008  1.440E-007 -7.829E-007  1.086E-007 -5.218E-007  1.881E-007  3.601E-006  1.985E-006  1.743E-005  5.214E-006  3.303E-006  2.261E-006  6.961E-007 -1.734E-007  2.178E-007  5.940E-008 -4.900E-008  3.721E-008  2.744E-007 -2.318E-007  4.510E-008 -3.471E-007 -3.856E-007 -1.058E-007 -5.466E-007 -1.719E-007  9.344E-007  3.063E-006  3.651E-005  1.969E-005  7.827E-005  2.019E-005  6.898E-006  3.324E-006  2.094E-007  7.148E-007  3.195E-007  1.769E-006 -6.566E-008  6.218E-009  4.128E-008  1.001E-007  3.472E-008 -2.598E-007 -1.187E-008  1.429E-007  7.024E-008  4.518E-007  1.145E-006  5.453E-006  1.248E-005  4.209E-005  8.779E-005  1.490E-004  8.475E-005  4.382E-005  1.321E-005  4.627E-006  7.683E-007 -1.231E-006 -1.612E-006  5.067E-007 -1.468E-008  6.253E-007  6.083E-009 -1.766E-008 -4.568E-007  2.672E-007  8.230E-007  2.912E-006  9.961E-006  6.023E-005  1.862E-004  4.450E-004  8.215E-004  4.198E-004  2.143E-004  7.304E-005  1.168E-005  4.465E-006 -4.333E-007  7.714E-007 -4.438E-008  2.380E-007 -6.273E-008  8.141E-007  3.687E-007  1.928E-007  2.059E-007  5.386E-007  1.298E-005  4.378E-005  1.465E-004  6.544E-004  2.172E-003  3.860E-003  1.924E-003  6.561E-004  3.755E-004  1.760E-004  3.755E-005  1.975E-006  8.163E-007  4.256E-007  3.374E-009 -4.802E-007 -4.458E-007 -5.609E-007  1.153E-008 -7.075E-008  4.641E-007  2.462E-006  8.847E-005  7.933E-005  1.980E-003  7.083E-003  7.254E-003  1.802E-003  4.505E-004  9.315E-005  1.496E-005  5.290E-006  3.166E-008 -3.166E-007 -1.885E-008 -1.490E-007  2.925E-008 -5.508E-008  4.736E-006  3.856E-006  2.797E-005  1.613E-004  8.079E-004  1.771E-002  4.473E-002  1.000E+000
