------------------------------------------------
gPROMS Parameter Estimation
------------------------------------------------


Estimation Name                   :  my_model
Final Optimisation Status         :  Optimal Solution Found
Objective function                :  -9400.61
    Constant term                 :  3528.72
    Variance term                 :  -14849.3
    Least squares term            :  1919.92

Statistical Analysis:
=====================

Estimated Parameters:
---------------------
                                Final         Lower      Upper   95% Conf.  95%       Standard
Parameter                       Value         Bound      Bound   Interval   t-value   Deviation
------------
0.0238889  0.012082052 0.015145574 -0.00306352    -25.356 0.0209212  -0.146432
  0.60537  0.011924503  0.01912533 -0.00720083   -60.3868 0.0209212  -0.344189
 0.882454 0.0050150895 0.021341699  -0.0163266    -325.55 0.0209212  -0.780388
  1.13127 0.0093758598 0.023527507  -0.0141516   -150.937 0.0209212  -0.676428
  1.62133  0.014493014 0.028425861  -0.0139328   -96.1349 0.0209212  -0.665969
  1.88954  0.017608926 0.031467126  -0.0138582   -78.6999 0.0209212  -0.662401
  2.65664  0.030321498 0.041714402  -0.0113929   -37.5737 0.0209212  -0.544564
  3.14613  0.046992778 0.049532094 -0.00253932   -5.40363 0.0209212  -0.121375
  3.60816  0.068310793 0.057848384   0.0104624    15.3159 0.0209212   0.500087
  4.11459  0.073735208 0.067974414  0.00576079    7.81281 0.0209212   0.275357

Measured Variable  Flowsheet.my_model.C(29)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value    Deviation %Deviation    StdDev Dev/StdDev
-------------------------------------------------------------------------------
0.0238889  0.014319021 0.015193985 -0.000874964    -6.1105 0.0209212  -0.041822
  0.60537   0.01423438 0.020713643  -0.00647926   -45.5184 0.0209212  -0.309699
 0.882454 0.0082373004 0.023949671   -0.0157124   -190.747 0.0209212  -0.751028
  1.13127  0.013072971   0.0272427   -0.0141697    -108.39 0.0209212  -0.677292
  1.62133  0.021568998 0.034951935   -0.0133829   -62.0471 0.0209212  -0.639684
  1.88954  0.028590129  0.03994244   -0.0113523   -39.7071 0.0209212  -0.542624
  2.65664  0.052657216 0.057708501  -0.00505128   -9.59277 0.0209212  -0.241444
  3.14613  0.074470195 0.072067741   0.00240245    3.22606 0.0209212   0.114834
  3.60816  0.098627001  0.08794277    0.0106842     10.833 0.0209212    0.51069
  4.11459   0.10716008  0.10793258 -0.000772498  -0.720882 0.0209212 -0.0369242

Measured Variable  Flowsheet.my_model.C(30)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.016511877 0.015173518  0.00133836    8.10543 0.0209212  0.0639715
  0.60537  0.01651862 0.020026729 -0.00350811   -21.2373 0.0209212  -0.167682
 0.882454 0.010259959 0.022809857  -0.0125499   -122.319 0.0209212  -0.599866
  1.13127 0.014981431 0.025603765  -0.0106223   -70.9033 0.0209212  -0.507732
  1.62133 0.022847341 0.032021089 -0.00917375   -40.1524 0.0209212  -0.438491
  1.88954 0.028489644 0.036100384 -0.00761074   -26.7141 0.0209212  -0.363782
  2.65664 0.047029312 0.050276661 -0.00324735   -6.90495 0.0209212  -0.155218
  3.14613 0.063485737 0.061449669  0.00203607    3.20713 0.0209212   0.097321
  3.60816 0.081916393 0.073597146  0.00831925    10.1558 0.0209212   0.397648
  4.11459 0.087543669 0.088673305 -0.00112964   -1.29037 0.0209212 -0.0539949

Measured Variable  Flowsheet.my_model.C(31)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value     Deviation %Deviation    StdDev  Dev/StdDev
--------------------------------------------------------------------------------
0.0238889 0.018050522 0.015146253    0.00290427    16.0897 0.0209212     0.13882
  0.60537 0.017938622 0.019147849   -0.00120923   -6.74092 0.0209212  -0.0577993
 0.882454 0.011325787 0.021379483    -0.0100537   -88.7682 0.0209212   -0.480552
  1.13127 0.015792912 0.023582697   -0.00778978   -49.3246 0.0209212    -0.37234
  1.62133 0.022191606 0.028528711   -0.00633711   -28.5563 0.0209212   -0.302904
  1.88954 0.026320945 0.031605591   -0.00528465   -20.0777 0.0209212   -0.252598
  2.65664 0.038149775 0.042007786   -0.00385801   -10.1128 0.0209212   -0.184407
  3.14613 0.049891166 0.049981906 -9.07394E-005  -0.181875 0.0209212 -0.00433721
  3.60816 0.065404026 0.058504133    0.00689989    10.5496 0.0209212    0.329805
  4.11459 0.071216423 0.068939692    0.00227673    3.19692 0.0209212    0.108824

Measured Variable  Flowsheet.my_model.C(32)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.017781563 0.015050689  0.00273087    15.3579 0.0209212   0.130532
  0.60537 0.017581373 0.016333652  0.00124772    7.09684 0.0209212  0.0596392
 0.882454 0.010462248 0.016977993 -0.00651574   -62.2786 0.0209212  -0.311443
  1.13127 0.014159119  0.01757449 -0.00341537   -24.1214 0.0209212   -0.16325
  1.62133 0.016687482 0.018797656 -0.00211017   -12.6452 0.0209212  -0.100863
  1.88954    0.017422 0.019493317 -0.00207132   -11.8891 0.0209212 -0.0990058
  2.65664 0.018886441 0.021576789 -0.00269035   -14.2449 0.0209212  -0.128595
  3.14613 0.023886215 0.022968888 0.000917326     3.8404 0.0209212  0.0438468
  3.60816 0.030988706 0.024316366  0.00667234    21.5315 0.0209212   0.318928
  4.11459 0.024294445 0.025816607 -0.00152216   -6.26547 0.0209212 -0.0727571

Measured Variable  Flowsheet.my_model.C(33)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.017018813 0.015152267  0.00186655    10.9675 0.0209212  0.0892181
  0.60537 0.016793377 0.019338195 -0.00254482   -15.1537 0.0209212  -0.121638
 0.882454  0.01079888 0.021686018  -0.0108871   -100.817 0.0209212  -0.520389
  1.13127 0.015214237 0.024010919 -0.00879668   -57.8188 0.0209212  -0.420468
  1.62133 0.022465015 0.029247246 -0.00678223   -30.1902 0.0209212   -0.32418
  1.88954 0.026978343 0.032511188 -0.00553285   -20.5085 0.0209212  -0.264462
  2.65664 0.040952922 0.043536894 -0.00258397   -6.30962 0.0209212   -0.12351
  3.14613 0.053835748 0.051936523  0.00189923    3.52781 0.0209212  0.0907801
  3.60816  0.06890084 0.060821402  0.00807944    11.7262 0.0209212   0.386185
  4.11459  0.07035519 0.071528755 -0.00117357   -1.66806 0.0209212 -0.0560947

Measured Variable  Flowsheet.my_model.C(34)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value    Deviation %Deviation    StdDev Dev/StdDev
-------------------------------------------------------------------------------
0.0238889  0.014897417  0.01521149 -0.000314073   -2.10824 0.0209212 -0.0150122
  0.60537  0.014536446 0.021309602  -0.00677316   -46.5943 0.0209212  -0.323747
 0.882454 0.0084913718 0.024937955   -0.0164466   -193.686 0.0209212  -0.786122
  1.13127  0.012560369 0.028656977   -0.0160966   -128.154 0.0209212  -0.769394
  1.62133  0.020340184 0.037424126   -0.0170839   -83.9911 0.0209212  -0.816587
  1.88954  0.027405916 0.043114588   -0.0157087   -57.3185 0.0209212  -0.750851
  2.65664  0.058602844 0.063212434  -0.00460959   -7.86581 0.0209212  -0.220332
  3.14613   0.08693197 0.079045844   0.00788613    9.07161 0.0209212   0.376945
  3.60816   0.10886326 0.095925477    0.0129378    11.8844 0.0209212   0.618407
  4.11459   0.11004767   0.1160893  -0.00604163   -5.49001 0.0209212  -0.288781

Measured Variable  Flowsheet.my_model.C(35)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889  0.013336588 0.015163003 -0.00182642   -13.6948 0.0209212 -0.0872999
  0.60537  0.013015987 0.019680424 -0.00666444   -51.2019 0.0209212   -0.31855
 0.882454 0.0072305745 0.022237578   -0.015007   -207.549 0.0209212  -0.717312
  1.13127  0.011766919  0.02478102  -0.0130141   -110.599 0.0209212  -0.622055
  1.62133  0.020258544  0.03053387  -0.0102753   -50.7209 0.0209212  -0.491145
  1.88954  0.026347314 0.034125922 -0.00777861   -29.5233 0.0209212  -0.371806
  2.65664   0.04412126 0.046206366 -0.00208511   -4.72585 0.0209212 -0.0996649
  3.14613  0.058445062 0.055271559   0.0031735    5.42989 0.0209212   0.151689
  3.60816  0.072945188 0.064651509  0.00829368    11.3697 0.0209212   0.396425
  4.11459  0.071314619 0.075589476 -0.00427486   -5.99436 0.0209212  -0.204332

Measured Variable  Flowsheet.my_model.C(36)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.016824279  0.01514435  0.00167993    9.98515 0.0209212  0.0802981
  0.60537 0.016688772  0.01908046 -0.00239169   -14.3311 0.0209212  -0.114319
 0.882454 0.010401597 0.021259804  -0.0108582    -104.39 0.0209212  -0.519006
  1.13127 0.014090988 0.023396582 -0.00930559   -66.0393 0.0209212  -0.444793
  1.62133 0.021695583 0.028127523 -0.00643194   -29.6463 0.0209212  -0.307437
  1.88954 0.025816142 0.031016489 -0.00520035   -20.1438 0.0209212  -0.248569
  2.65664 0.037920205 0.040408076 -0.00248787   -6.56081 0.0209212  -0.118917
  3.14613 0.048233168 0.047156498  0.00107667    2.23222 0.0209212  0.0514632
  3.60816 0.059990465 0.053891223  0.00609924     10.167 0.0209212   0.291535
  4.11459  0.05776237 0.061448113 -0.00368574   -6.38087 0.0209212  -0.176173

Measured Variable  Flowsheet.my_model.C(37)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.016792735 0.015304993  0.00148774    8.85944 0.0209212  0.0711119
  0.60537 0.016501028 0.024815095 -0.00831407   -50.3851 0.0209212    -0.3974
 0.882454 0.010533465 0.031034361  -0.0205009   -194.626 0.0209212  -0.979912
  1.13127 0.014074336 0.037777901  -0.0237036   -168.417 0.0209212   -1.13299
  1.62133 0.025745827 0.054913067  -0.0291672   -113.289 0.0209212   -1.39415
  1.88954 0.042158253 0.066786722  -0.0246285   -58.4191 0.0209212    -1.1772
  2.65664  0.13761151  0.11182847    0.025783    18.7361 0.0209212    1.23239
  3.14613  0.17873568  0.14917866    0.029557    16.5367 0.0209212    1.41278
  3.60816  0.20363077  0.18942936   0.0142014     6.9741 0.0209212   0.678806
  4.11459  0.20629749  0.23689032  -0.0305928   -14.8295 0.0209212   -1.46229

Measured Variable  Flowsheet.my_model.C(38)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value    Deviation %Deviation    StdDev Dev/StdDev
-------------------------------------------------------------------------------
0.0238889  0.014307744 0.015116476 -0.000808732   -5.65241 0.0209212 -0.0386562
  0.60537  0.014125193 0.018223487  -0.00409829   -29.0141 0.0209212  -0.195892
 0.882454 0.0079694833 0.019896903   -0.0119274   -149.664 0.0209212  -0.570113
  1.13127  0.011894925 0.021512074  -0.00961715   -80.8509 0.0209212  -0.459685
  1.62133   0.01936409 0.025017343  -0.00565325   -29.1945 0.0209212  -0.270217
  1.88954  0.023017832 0.027121553  -0.00410372   -17.8284 0.0209212  -0.196152
  2.65664  0.031985581 0.033852805  -0.00186722   -5.83771 0.0209212 -0.0892505
  3.14613  0.039921389 0.038651709   0.00126968    3.18045 0.0209212  0.0606888
  3.60816  0.049888907 0.043463911     0.006425    12.8786 0.0209212   0.307105
  4.11459    0.0471939 0.048942582  -0.00174868   -3.70531 0.0209212 -0.0835844

Measured Variable  Flowsheet.my_model.C(39)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889  0.013983407 0.015256925 -0.00127352   -9.10735 0.0209212 -0.0608723
  0.60537  0.013572364 0.022961134 -0.00938877   -69.1756 0.0209212  -0.448769
 0.882454 0.0076689011 0.027780037  -0.0201111   -262.243 0.0209212  -0.961282
  1.13127  0.011774912 0.032878106  -0.0211032   -179.222 0.0209212    -1.0087
  1.62133  0.023115408 0.045456472  -0.0223411   -96.6501 0.0209212   -1.06787
  1.88954  0.034180757 0.053990157  -0.0198094   -57.9548 0.0209212   -0.94686
  2.65664  0.093961897  0.08604771  0.00791419    8.42276 0.0209212   0.378286
  3.14613   0.13270054  0.11306309   0.0196374    14.7983 0.0209212   0.938641
  3.60816    0.1593898  0.14329377    0.016096    10.0985 0.0209212   0.769366
  4.11459   0.16336445   0.1810964  -0.0177319   -10.8542 0.0209212  -0.847561

Measured Variable  Flowsheet.my_model.C(40)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889  0.015733769 0.015101425 0.000632344    4.01903 0.0209212  0.0302251
  0.60537  0.015266394 0.017775431 -0.00250904    -16.435 0.0209212  -0.119928
 0.882454 0.0090494057 0.019194476  -0.0101451   -112.108 0.0209212  -0.484919
  1.13127  0.012734253 0.020552812 -0.00781856   -61.3979 0.0209212  -0.373715
  1.62133  0.019350186 0.023470372 -0.00412019   -21.2927 0.0209212  -0.196939
  1.88954  0.021654085 0.025206839 -0.00355275   -16.4069 0.0209212  -0.169816
  2.65664  0.028820339 0.030722894 -0.00190256   -6.60143 0.0209212 -0.0909393
  3.14613  0.035656851 0.034651212  0.00100564    2.82033 0.0209212   0.048068
  3.60816  0.045211341   0.0386159  0.00659544     14.588 0.0209212   0.315252
  4.11459  0.041456725 0.043190646 -0.00173392   -4.18248 0.0209212 -0.0828788

Measured Variable  Flowsheet.my_model.C(41)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value    Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889 0.016585765 0.015080201   0.00150556    9.07744 0.0209212  0.0719637
  0.60537 0.016236017  0.01715748 -0.000921464   -5.67543 0.0209212 -0.0440446
 0.882454 0.010255568 0.018233039  -0.00797747   -77.7867 0.0209212  -0.381311
  1.13127 0.013596595 0.019246564  -0.00564997   -41.5543 0.0209212   -0.27006
  1.62133 0.019197164 0.021374187  -0.00217702   -11.3403 0.0209212  -0.104058
  1.88954 0.020791404 0.022610759  -0.00181935   -8.75052 0.0209212 -0.0869624
  2.65664 0.023679346 0.026405139  -0.00272579   -11.5113 0.0209212  -0.130289
  3.14613 0.028749933 0.028993211 -0.000243279  -0.846189 0.0209212 -0.0116284
  3.60816 0.036833533 0.031516964   0.00531657     14.434 0.0209212   0.254124
  4.11459 0.032566709 0.034327304  -0.00176059   -5.40612 0.0209212 -0.0841538

Measured Variable  Flowsheet.my_model.C(42)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value    Deviation %Deviation    StdDev Dev/StdDev
-------------------------------------------------------------------------------
0.0238889  0.015378616 0.015336236 4.23802E-005   0.275579 0.0209212 0.00202571
  0.60537  0.015210408 0.026099671   -0.0108893   -71.5909 0.0209212  -0.520491
 0.882454 0.0092918964 0.033354882    -0.024063   -258.967 0.0209212   -1.15017
  1.13127  0.014534829 0.041361751   -0.0268269    -184.57 0.0209212   -1.28229
  1.62133  0.044649393 0.062172841   -0.0175234   -39.2468 0.0209212  -0.837595
  1.88954  0.081948789 0.076859067   0.00508972    6.21086 0.0209212   0.243281
  2.65664   0.18498981  0.13349006    0.0514997    27.8392 0.0209212    2.46161
  3.14613   0.21740631  0.18075751    0.0366488    16.8573 0.0209212    1.75176
  3.60816   0.23925079  0.23149176   0.00775904    3.24306 0.0209212    0.37087
  4.11459   0.24103331   0.2908205   -0.0497872   -20.6557 0.0209212   -2.37975

Measured Variable  Flowsheet.my_model.C(43)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889  0.013676016 0.015148087 -0.00147207   -10.7639 0.0209212 -0.0703628
  0.60537  0.013593778 0.019197809 -0.00560403    -41.225 0.0209212  -0.267864
 0.882454 0.0077866092 0.021448339  -0.0136617   -175.452 0.0209212   -0.65301
  1.13127  0.011612434 0.023660004  -0.0120476   -103.747 0.0209212  -0.575856
  1.62133  0.019758265 0.028573838 -0.00881557   -44.6171 0.0209212  -0.421371
  1.88954  0.023997532  0.03158587 -0.00758834   -31.6213 0.0209212  -0.362711
  2.65664  0.036877923  0.04143776 -0.00455984   -12.3647 0.0209212  -0.217953
  3.14613  0.049600319 0.048575762  0.00102456    2.06563 0.0209212  0.0489723
  3.60816   0.06353099 0.055750099  0.00778089    12.2474 0.0209212   0.371915
  4.11459  0.062528898 0.063861392 -0.00133249   -2.13101 0.0209212 -0.0636912

Measured Variable  Flowsheet.my_model.C(44)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889  0.012003974 0.015295336 -0.00329136   -27.4189 0.0209212  -0.157322
