	Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	ExptTime	ORF	Gene	ID
0	1	1	513.0	342.0	380	0.0699707613558	0.362721392109	0.0718491113553	0.263511172557	0.0142508635187	-0.009626073369	0.0133882044228	0.0484289857469	113.540083186	104.874195203	84.0990826734	54.9848337441	53.8308794915	50.8320793877	133.0	121.0	95.0	53.0	52.0	50.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C01
1	2	1	900.0	340.0	380	0.11247780606	0.503075895041	0.111284463967	0.284593523344	0.0126419027104	-0.00178293611409	0.020237045112	0.0463898705575	119.474084927	110.841757158	89.5337888726	55.7897939945	55.3667341337	52.7771924474	138.0	127.0	99.0	55.0	55.0	52.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C02
2	3	1	1287.0	337.0	380	0.113290789639	0.520139706946	0.108875478708	0.277644521209	0.0121556959092	0.00606020114081	0.0253821820817	0.0421187509042	115.534236597	107.963895953	88.0932003602	57.3475027635	57.165783769	54.6381411775	135.0	125.0	98.0	57.0	57.0	54.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C03
3	4	1	1675.0	335.0	380	0.116261178681	0.528068833915	0.109915203782	0.275789620924	0.0123401429583	0.0124954907107	0.0254600292319	0.0423736403028	114.859800404	107.752658013	88.3235666297	58.3440720521	58.2980760809	55.6907132222	135.0	125.0	98.0	58.0	58.0	55.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C04
4	5	1	2062.0	333.0	380	0.107809703956	0.509482574521	0.100861353317	0.264597448742	0.0129590722614	0.0124954907107	0.024547955081	0.0423874181082	111.769082034	105.155590411	87.037332504	58.4556906915	58.4987219819	55.9720380877	131.0	122.0	97.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C05
5	6	1	2449.0	331.0	380	0.109853908564	0.521731043462	0.102551801187	0.260103346414	0.0138964770748	0.0124954907107	0.0212708136029	0.0460798699375	111.251257675	104.804159239	87.0565920644	58.7109152191	58.7775473166	56.3329012186	130.0	121.0	96.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C06
6	7	1	2836.0	330.0	380	0.102055211163	0.522392378118	0.0938653600364	0.133644516422	0.0155751401793	0.0164170593382	0.014168472233	0.0564958907696	106.271524838	100.40186731	85.0341548971	59.2381364489	59.1867157075	57.0482186644	93.0	88.0	78.0	59.0	59.0	57.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C07
7	8	1	3223.0	334.0	380	0.0794874197484	0.518231480907	0.0703778032302	0.0832366579662	0.0145877441135	0.0173111794985	0.0103456714814	0.0658510205909	93.5540298031	89.1541467824	78.1533226102	59.641619241	59.6267766752	57.6632110275	78.0	75.0	69.0	59.0	59.0	57.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C08
8	9	1	3605.0	306.0	380	0.0813907471383	0.533573067146	0.0714693180532	0.0846876491293	0.0127131057102	0.0203386279656	0.00645336534379	0.0846026136497	93.1551243319	88.4722544994	78.5523536551	60.3346921293	60.1230153455	58.5746082384	79.0	76.0	70.0	60.0	60.0	58.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C09
9	10	1	3998.0	322.0	380	0.0499923691997	0.364312728625	0.0363531434168	0.07556214529	0.00793792665695	0.0203386279656	0.0346564656467	0.0301665047775	83.7867029725	79.6252552757	72.2694198623	60.465554797	60.1230750891	58.6443100664	76.0	74.0	68.0	60.0	60.0	59.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C10
10	11	1	4385.0	320.0	380	0.064847047794	0.495566991134	0.0584936842438	0.0641425573133	0.015244803654	0.0124954907107	0.0117560668307	0.0604087874842	88.964913744	84.4137370199	74.8500910519	58.2193133399	57.8427974435	56.4569540042	73.0	71.0	66.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C11
11	12	1	4772.0	317.0	380	0.0715679065528	0.562844014577	0.0674272334867	0.0559111885939	0.0158513267625	0.00465235345584	0.00445382022786	0.104594209188	90.2746288386	84.7991016242	73.3753717734	58.1071890069	56.9175044912	54.5293422421	72.0	68.0	62.0	56.0	56.0	54.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R01C12
12	1	2	488.0	718.0	380	0.0883307829001	0.397207238859	0.0952246074222	0.292758232099	0.0130800853481	-0.011033921054	0.0251825341553	0.0369520739041	126.200142215	115.514611769	89.274007527	52.274610866	51.8349409156	49.2292061896	142.0	129.0	97.0	52.0	52.0	49.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C01
13	2	2	886.0	719.0	380	0.0782718855486	0.309518396815	0.0811296093372	0.292758232099	0.00798236281472	-0.00570450474155	0.0243631876777	0.0331631774375	132.105786779	121.226819497	94.4329846428	53.8808252936	53.7480120921	51.489658888	142.0	129.0	99.0	54.0	54.0	51.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C02
14	3	2	1270.0	718.0	380	0.0813152317665	0.298909486708	0.0787933249654	0.292201376056	0.00742109902339	0.00441706891233	0.0242684942298	0.0326533986401	131.782346163	121.89677345	95.1578013367	55.7391398335	55.7894586867	53.407896159	140.0	129.0	99.0	56.0	56.0	53.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C03
15	4	2	1677.0	722.0	380	0.0810178405876	0.294528144612	0.0752180807335	0.291307270855	0.00830452713236	0.00857392208329	0.0247833878599	0.0320747308161	129.120105721	119.819993451	94.4524956729	56.8478424326	57.0314724579	54.4478307147	140.0	129.0	100.0	57.0	57.0	54.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C04
16	5	2	2064.0	720.0	380	0.0796226289525	0.293005697123	0.0726312387044	0.288448432007	0.0100360353971	0.00946804224356	0.0191792913323	0.0363665171775	126.263395481	118.098323655	94.030141302	57.2061523171	57.4812331917	54.9227501267	138.0	129.0	100.0	57.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C05
17	6	2	2446.0	711.0	380	0.0708071840371	0.27687877598	0.0623057921733	0.279154303589	0.0144201185407	0.0124954907107	0.0087442445937	0.0523556602669	119.096586385	112.340067675	91.3559663615	57.5927369033	57.9652373558	55.5942135297	134.0	126.0	100.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C06
18	7	2	2839.0	716.0	380	0.0531799612698	0.246760493521	0.0426546918208	0.175654326328	0.0191710338893	0.013389610871	0.00646992435689	0.0574603371429	103.581742044	99.089586823	83.5796761586	58.1235035348	58.5131286526	56.3396164293	104.0	100.0	84.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C07
19	8	2	3226.0	713.0	380	0.0308201188787	0.168027224943	0.0184028628822	0.0280131406418	0.017480393578	0.0145190155748	0.0151833160783	0.0309518396815	85.3872329958	82.841580911	73.2916649584	58.3939306119	58.6994452265	56.7998592366	62.0	62.0	59.0	58.0	59.0	57.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C08
20	9	2	3614.0	730.0	380	0.0320727187091	0.177017242923	0.0192399553666	0.025432744775	0.0180610163672	0.0164170593382	0.0198723757972	0.0277691666494	85.3273272105	82.4956802615	73.365737858	58.5553760516	58.825388189	57.2219478508	62.0	61.0	59.0	59.0	59.0	57.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C09
21	10	2	3996.0	725.0	380	0.0297027981119	0.147381183651	0.0162668894696	0.0251876467357	0.01816701797	0.0164170593382	0.0360197310284	0.0188204820854	85.9544264747	82.8649621389	73.5845096756	58.6841484402	58.781290651	57.4812591402	61.0	61.0	59.0	59.0	59.0	57.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C10
22	11	2	4361.0	741.0	380	0.0176232683406	0.14308939729	0.00748028149588	0.0136680388926	0.00821126345457	0.0124954907107	0.0662439540967	0.0136744717934	69.4383034038	67.9846901931	63.5720475663	57.8075488383	57.7123482595	56.5122839457	59.0	58.0	57.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C11
23	12	2	4775.0	705.0	380	0.0187149606247	0.170045673425	0.0143348600518	0.0127739187323	0.016644425293	0.00554647361611	0.0574318960582	0.0160098097974	79.3174120888	76.0822800194	67.5961351483	56.3209907285	56.0338653851	54.3821227288	58.0	58.0	55.0	56.0	56.0	54.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R02C12
24	1	3	517.0	1116.0	380	0.112473323227	0.451732903466	0.117206126001	0.310021008792	0.0129068275156	-0.0107554930324	0.0272207676329	0.0379027424722	131.156982951	120.699469302	93.6942385702	52.9647304208	52.5914031186	49.7965496878	146.0	133.0	102.0	52.0	52.0	50.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C01
25	2	3	883.0	1113.0	380	0.100995633699	0.367998291552	0.104434775516	0.318758251247	0.00933420458522	-0.00683392440492	0.0242163601431	0.0362700725401	137.451674498	127.001703514	99.1615904453	53.4960541519	53.4713980511	51.0087201064	148.0	136.0	105.0	53.0	53.0	51.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C02
26	3	3	1275.0	1106.0	380	0.106097765058	0.368494292544	0.10569064951	0.318758251247	0.00887110830069	0.000730784828384	0.0234582761375	0.0368762959748	137.819165841	128.037987699	99.6307603148	54.9414312207	55.102890804	52.4311988655	147.0	136.0	104.0	55.0	55.0	52.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C03
27	4	3	1667.0	1105.0	380	0.105786484327	0.363982061297	0.103153856396	0.318758251247	0.00955589541546	0.00465235345584	0.0235300940365	0.0365938509655	136.690003028	127.229313347	99.1198993111	55.7629786082	56.0493365827	53.2198537774	147.0	136.0	104.0	56.0	56.0	53.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C04
28	5	3	2059.0	1100.0	380	0.105666529857	0.365793842699	0.101456919821	0.319695499926	0.0114662240698	0.00606020114081	0.0237903183376	0.0364836285228	134.515452268	125.888623138	98.2100227876	56.2041450327	56.8395429167	53.5823466794	147.0	137.0	105.0	56.0	57.0	54.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C05
29	6	3	2447.0	1103.0	380	0.102099388758	0.361336722673	0.0966567161383	0.323809209619	0.0146614473199	0.00857392208329	0.0194058571601	0.0401485247415	131.358537329	123.412987112	97.1747121177	56.6567431425	57.3118683191	54.1782459092	148.0	138.0	106.0	57.0	57.0	54.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C06
30	7	3	2841.0	1103.0	380	0.100716750269	0.370932964088	0.0941278276712	0.322679819875	0.0183890244177	0.00998176976826	0.0121910945584	0.0513223248669	127.000557155	119.923075494	95.8452038258	57.1363397433	57.7864010688	54.8435652022	147.0	137.0	107.0	57.0	58.0	55.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C07
31	8	3	3228.0	1101.0	380	0.0813527512474	0.322490200536	0.0724360442553	0.296315085748	0.0242475385058	0.0124954907107	0.00983231314223	0.0532856621269	118.136521906	112.567150151	91.7777540427	57.7910786188	58.4471672022	55.7340769512	139.0	131.0	103.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C08
32	9	3	3615.0	1098.0	380	0.0666395885521	0.304269052983	0.0569940138463	0.167119023473	0.0269456213769	0.013389610871	0.0102128498061	0.0507849904589	107.589589748	102.784934794	86.375520739	58.0809363025	58.4458526829	56.5529789193	103.0	98.0	82.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C09
33	10	3	3994.0	1117.0	380	0.0402970820974	0.193495498102	0.0291382819514	0.0293543134024	0.0270559305566	0.013389610871	0.0194679116334	0.0293329475548	97.2306679009	93.2291013956	80.5997935061	58.1606946093	58.3544626003	56.7518727631	63.0	62.0	59.0	58.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C10
34	11	3	4402.0	1083.0	380	0.0415657785883	0.236971362832	0.0324602090129	0.0215778510719	0.0267790572119	0.0124954907107	0.0210555968793	0.0312136179828	93.6835663827	89.6019070322	78.1377656327	57.8127155523	57.7792203102	56.3708492082	61.0	60.0	58.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C11
35	12	3	4777.0	1092.0	380	0.0234891670004	0.190395491902	0.0161547599369	0.0136680388926	0.0178884603817	0.00857392208329	0.0608023933474	0.0164644773734	79.1259859614	76.278674289	68.3135899848	57.2667562945	57.0261395642	55.2513465449	59.0	58.0	56.0	57.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R03C12
36	1	4	493.0	1494.0	380	0.0879970284674	0.392901674692	0.0934496184206	0.283507247159	0.0111624282765	-0.0101398008937	0.0288875434589	0.0343136241828	125.110548094	115.202300382	89.5111161763	52.7171695394	52.5432160405	49.9130913341	139.0	127.0	96.0	52.0	52.0	50.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C01
37	2	4	907.0	1501.0	380	0.0720163417722	0.299708599417	0.0753349949845	0.280436670173	0.00717270214334	-0.00593980424465	0.0277327591078	0.0305867278401	128.379878637	118.792971084	92.6806647359	53.5861000443	53.7049530274	51.1417834834	137.0	126.0	97.0	53.0	54.0	51.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C02
38	3	4	1294.0	1499.0	380	0.0781301305371	0.311777956889	0.0774002672487	0.276750386089	0.00671163146829	0.000730784828384	0.0274715035027	0.0313445071335	126.893764638	118.224755844	92.555857528	54.9836641542	55.2542566289	52.4711770417	135.0	126.0	97.0	55.0	55.0	52.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C03
39	4	4	1681.0	1497.0	380	0.0827733320452	0.329186213928	0.0800628033525	0.272636676396	0.00701763234154	0.00465235345584	0.0275221095874	0.0321780643561	125.056900701	117.083457152	91.9763105577	55.6431358856	56.1016266842	53.0444257312	134.0	125.0	96.0	56.0	56.0	53.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C04
40	5	4	2069.0	1495.0	380	0.0751817315624	0.302353938041	0.0703232458504	0.271377856218	0.00950430650836	0.00606020114081	0.0179573563912	0.0381782985788	121.216267943	114.641330599	90.8501253133	56.1871611814	56.9794906735	53.6366284524	132.0	124.0	97.0	56.0	57.0	54.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C05
41	6	4	2456.0	1492.0	380	0.0605198576285	0.271787876909	0.0542341692107	0.250040593896	0.0140132885937	0.00857392208329	0.00701467899489	0.0579150047189	111.082832738	106.283400502	86.559146326	56.5628145457	57.4052957203	54.1889071783	126.0	119.0	95.0	57.0	57.0	54.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C06
42	7	4	2843.0	1490.0	380	0.0431485311689	0.216394210566	0.0350003444183	0.169577857654	0.018366812366	0.00970334174666	0.00800769469601	0.0483669856229	99.9723035783	96.559849739	81.2094422514	57.0030242024	57.8218182138	54.8413172863	102.0	98.0	83.0	57.0	58.0	55.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C07
43	8	4	3230.0	1488.0	380	0.0404701719876	0.221657332204	0.0308195512983	0.0451503913551	0.0184417115082	0.0124954907107	0.0107147214855	0.0423185290815	93.472805818	90.7206924416	77.5420810542	57.4462539275	58.3407886003	55.4816214542	68.0	67.0	60.0	57.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C08
44	9	4	3628.0	1491.0	380	0.0304130148526	0.177320354641	0.0196047119303	0.021468047629	0.0185772844354	0.0124954907107	0.021211741709	0.0269011649134	85.5114219114	83.2318181818	73.2781274281	57.8099496738	58.3446881202	56.1606417632	60.0	61.0	57.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C09
45	10	4	4005.0	1483.0	380	0.0237812639626	0.173827680989	0.0130324024479	0.0173111794985	0.0119125863019	0.0124954907107	0.0341758207929	0.0209835975228	75.6141164348	73.9852970317	67.2438869734	57.9484440664	58.1945584017	56.2852628244	59.0	59.0	57.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C10
46	11	4	4392.0	1481.0	380	0.0501211326614	0.361068055469	0.0427591734143	0.0245817680928	0.0202310357805	0.0124954907107	0.011536258632	0.0520525485495	88.4849178639	84.9424951825	74.2593822143	57.7190559365	57.7255035149	55.9733794799	62.0	61.0	58.0	58.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C11
47	12	4	4827.0	1498.0	380	0.00749820356744	0.088253732063	0.000948890004728	0.00857392208329	0.000300167214696	0.00833863753978	4.96875845496	0.00124000248	57.7190695496	57.4635079229	55.5990164702	56.7495957688	56.547895731	54.874015867	57.0	57.0	55.0	57.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	RAD52	RAD52	K000134_027_078_R04C12
48	1	5	522.0	1891.0	380	0.107093369518	0.452022237378	0.112837730137	0.299707264153	0.0127891976019	-0.011033921054	0.0289375978612	0.0367729624348	128.107824311	118.298311387	92.066858693	52.2651455151	52.214017223	49.4352630586	143.0	131.0	100.0	52.0	52.0	49.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R05C01
49	2	5	909.0	1889.0	380	0.100212743718	0.378076756154	0.103670361852	0.307315116864	0.00877185486427	-0.00683392440492	0.0260435528226	0.0354502931228	134.534947706	124.750318866	96.9598046718	53.341696297	53.5709522702	50.6372467573	145.0	133.0	102.0	53.0	53.0	51.0	K000134_027_078	K000134_027_078_2012-05-05_20-22-27	2012-05-05_20-22-27	K000134_027_078_2012-05-05_20-22-27	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	2.34197916667	HIS3	HIS3	K000134_027_078_R05C02
