	Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	ExptTime	ORF	Gene	ID
89	6	8	2465.0	3041.0	380	0.0	0.336371339409	0.0	-0.0188770583089	3.22004846268e-05	-0.0188770583089	10.0573807858	0.00170155895867	49.7897313017	49.7847341689	48.8172155321	49.916404555	49.9463112329	48.8653939979	50.0	50.0	49.0	50.0	50.0	49.0	K000134_027_078	K000134_027_078_2012-05-04_12-22-54	2012-05-04_12-22-54	K000134_027_078_2012-05-04_12-22-54	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.00895833333	RAD52	RAD52	K000134_027_078_R08C06
90	7	8	2852.0	3039.0	380	0.0	0.300631712375	0.0	-0.0188770583089	2.5087794968e-05	-0.0188770583089	6.30159624948	0.00203222628667	49.7830430797	49.6600366636	48.5706003666	50.3980555747	50.2480767526	49.0535160213	50.0	50.0	49.0	50.0	50.0	49.0	K000134_027_078	K000134_027_078_2012-05-04_12-22-54	2012-05-04_12-22-54	K000134_027_078_2012-05-04_12-22-54	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.00895833333	RAD52	RAD52	K000134_027_078_R08C07
91	8	8	3209.0	3038.0	380	0.0	0.255647177961	0.0	-0.0207751020723	2.54867053728e-05	-0.0188770583089	57.5725942591	0.000620001240002	49.7057666397	49.6111560226	48.5003772568	49.9469879964	49.8065172928	48.7057593174	50.0	49.0	48.0	50.0	50.0	49.0	K000134_027_078	K000134_027_078_2012-05-04_12-22-54	2012-05-04_12-22-54	K000134_027_078_2012-05-04_12-22-54	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.00895833333	RAD52	RAD52	K000134_027_078_R08C08
92	9	8	3623.0	3030.0	380	0.0	0.288906800036	0.0	-0.0188770583089	1.74721764517e-05	-0.0188770583089	49.6756009827	0.00070955697467	50.1597358005	49.9658543564	48.7597644141	50.049010395	49.9067843407	48.7194036213	50.0	50.0	49.0	50.0	50.0	49.0	K000134_027_078	K000134_027_078_2012-05-04_12-22-54	2012-05-04_12-22-54	K000134_027_078_2012-05-04_12-22-54	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.00895833333	RAD52	RAD52	K000134_027_078_R08C09
93	10	8	4026.0	2999.0	380	0.0	0.167241890039	0.0	-0.0179829381486	1.22456609306e-05	-0.0188770583089	1355.88346402	0.00010333354	50.440664003	50.2250278041	48.8600733204	50.256435922	50.0530674035	48.8003788756	50.0	50.0	49.0	50.0	50.0	49.0	K000134_027_078	K000134_027_078_2012-05-04_12-22-54	2012-05-04_12-22-54	K000134_027_078_2012-05-04_12-22-54	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.00895833333	RAD52	RAD52	K000134_027_078_R08C10
94	11	8	4380.0	3151.0	380	0.0145634461473	0.24908205372	0.0281959786574	0.0728797997688	0.0139198276469	-0.0216260787545	0.00402177193492	0.0732221464443	88.2973974611	83.1612135963	72.2366899909	50.4528274192	49.9561850941	48.6541961763	77.0	73.0	66.0	50.0	49.0	48.0	K000134_027_078	K000134_027_078_2012-05-04_12-22-54	2012-05-04_12-22-54	K000134_027_078_2012-05-04_12-22-54	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.00895833333	RAD52	RAD52	K000134_027_078_R08C11
95	12	8	4788.0	3028.0	380	0.0	0.144515400142	0.0	-0.0267201955638	1.51988744012e-05	-0.0267201955638	4119.02066794	5.51112213336e-05	48.1124034703	47.8051768519	46.4500905711	48.2762938566	47.7027531949	46.3524717554	48.0	48.0	46.0	48.0	48.0	46.0	K000134_027_078	K000134_027_078_2012-05-04_12-22-54	2012-05-04_12-22-54	K000134_027_078_2012-05-04_12-22-54	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.00895833333	RAD52	RAD52	K000134_027_078_R08C12
0	1	1	513.0	342.0	380	0.0372402711207	0.362721392109	0.0394175409066	0.0557856775741	0.0131911185101	-0.0098613728721	0.00950351783597	0.0574810038509	86.7743528384	82.1394982242	71.3641198032	54.5213495049	53.6871621914	51.7385199118	73.0	68.0	62.0	53.0	52.0	51.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C01
1	2	1	900.0	340.0	380	0.0727253759825	0.503075895041	0.0713992868469	0.169813142198	0.0111154315304	0.000730784828384	0.0129072026324	0.0580872272856	95.5432785134	90.716461035	78.5845920002	55.493082319	55.3735270469	54.1179748801	103.0	97.0	85.0	55.0	55.0	54.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C02
2	3	1	1287.0	337.0	380	0.0675880571695	0.520139706946	0.0631374964167	0.0950680537325	0.00702412473799	0.00667587831988	0.0194690404757	0.0480914295162	89.2149422547	85.5048606696	76.0734133291	56.9928506826	57.0900555579	56.1225720315	84.0	78.0	70.0	56.0	57.0	56.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C03
3	4	1	1675.0	335.0	380	0.0567897887307	0.528068833915	0.0508716503077	0.0834719724289	0.00397089072551	0.00974647026516	0.0177584415278	0.0507367681402	81.7667992955	79.1292805427	72.4033396386	57.7365340262	57.9730534552	56.92990395	79.0	76.0	70.0	57.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C04
4	5	1	2062.0	333.0	380	0.0388111132174	0.509482574521	0.0327850035046	0.0672288119567	0.00172445958229	0.00970334174666	0.0132691167218	0.0576532264176	72.4190948795	71.0894303447	66.7718809579	57.6209903938	57.9379950565	56.8429723049	73.0	72.0	67.0	57.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C05
5	6	1	2449.0	331.0	380	0.0305617341471	0.521731043462	0.024300008782	0.0371974506573	0.00126922914444	0.0105974469473	0.0138249736935	0.0571572254256	67.2970093088	66.5888954909	63.6225919324	57.8027540115	58.1423242013	57.1198542333	65.0	64.0	62.0	57.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C06
6	7	1	2836.0	330.0	380	0.0286004942709	0.522392378118	0.0215797635397	0.0245386246147	0.0011901337594	0.013389610871	0.0388122955258	0.0341345127135	66.1004074851	65.1685326581	62.2949057773	58.3084234819	58.5287177268	57.3992932353	61.0	61.0	60.0	58.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C07
7	8	1	3223.0	334.0	380	0.028667285995	0.518231480907	0.0210783742432	0.0242601965931	0.00104311139226	0.0136249103741	0.119211542077	0.0193991499094	65.9908144682	64.9695986813	62.1844417563	58.5407527097	58.8057168187	57.717705265	61.0	61.0	60.0	58.0	59.0	58.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C08
8	9	1	3605.0	306.0	380	0.0432731429169	0.533573067146	0.0344247117192	0.0441464827115	0.0041098596089	0.0173111794985	0.0207915839203	0.0471338720455	73.0093603946	70.8558628347	66.8015725463	59.5597500997	59.5348191472	58.4900527272	67.0	66.0	63.0	59.0	59.0	58.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C09
9	10	1	3998.0	322.0	380	0.0369273454264	0.364312728625	0.0240914824635	0.063628814829	0.00238444190198	0.0203386279656	0.0505450419193	0.0249791610694	73.8090348688	71.1750624007	66.664681189	60.0191055193	59.8060838562	58.6206313599	72.0	70.0	66.0	60.0	60.0	59.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C10
10	11	1	4385.0	320.0	380	0.02622704009	0.495566991134	0.0210932085134	0.0164170593382	0.00381037660911	0.00946804224356	0.0427958982612	0.0316613966561	67.0086325535	65.2860975576	62.1131128626	57.4814268546	57.1826860046	56.3834261991	59.0	59.0	58.0	57.0	57.0	56.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C11
11	12	1	4772.0	317.0	380	0.0233097236574	0.562844014577	0.0201136395866	0.00284059664862	0.00662307335949	0.00162490498866	0.0129269929444	0.0613939005656	65.7232414966	63.5662460375	59.0668763693	57.3886350027	56.3590721422	54.4561284629	56.0	55.0	54.0	56.0	55.0	54.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R01C12
12	1	2	488.0	718.0	380	0.0464294007554	0.397207238859	0.0530395281926	0.206668054451	0.0140542578234	-0.011033921054	0.0230306444137	0.0386398550575	94.0048734803	88.6069130578	74.7050070241	52.0367991589	51.8793056159	50.677241663	115.0	107.0	86.0	52.0	52.0	51.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C01
13	2	2	886.0	719.0	380	0.0344790175166	0.309518396815	0.0364771707454	0.154213154644	0.00715386945758	-0.0022966636388	0.0267408526656	0.0316545077535	88.7239038504	84.6219007345	74.0021811707	53.8463549201	53.9677943949	53.232991789	99.0	94.0	80.0	54.0	54.0	53.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C02
14	3	2	1270.0	718.0	380	0.0240775402176	0.298909486708	0.021249391553	0.0801229375024	0.00288932003509	0.00465235345584	0.0140753870538	0.0428765301975	74.4582161788	72.9385572713	66.9788430514	55.4053020998	55.8365153138	55.0182566743	77.0	75.0	69.0	55.0	56.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C03
15	4	2	1677.0	722.0	380	0.0155735435236	0.294528144612	0.0105595563984	0.0212994080907	0.00103807023486	0.00644059377638	0.0114233019184	0.0472440944882	64.1103288581	64.0547551106	61.0429433503	56.1118087631	56.6847969377	55.6719267238	60.0	60.0	58.0	56.0	57.0	56.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C04
16	5	2	2064.0	720.0	380	0.0118841887241	0.293005697123	0.00637141157628	0.0124954907107	0.000511498970924	0.00857392208329	0.0296327091338	0.0292571696255	60.1203065855	60.4688124515	58.4163355512	56.2898136961	56.8717893752	55.7860817711	58.0	58.0	57.0	56.0	57.0	56.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C05
17	6	2	2446.0	711.0	380	0.0101643372639	0.27687877598	0.00390014374757	0.00970334174666	0.000183405596958	0.00946804224356	0.176420384528	0.011656023312	57.8175507564	58.5636445064	57.1342058121	56.3678800408	57.1660585506	56.0014861531	57.0	58.0	57.0	56.0	57.0	56.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C06
18	7	2	2839.0	716.0	380	0.0108003728625	0.246760493521	0.0030388181474	0.0105974469473	6.67259660744e-05	0.00970334174666	1.24619642638	0.00414023050268	57.346091569	58.0981295366	56.8057230597	56.8162263012	57.5739292672	56.3971977575	57.0	58.0	57.0	57.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C07
19	8	2	3226.0	713.0	380	0.0118731488174	0.168027224943	0.00215869463578	0.0124954907107	5.9745184557e-05	0.0124954907107	10.9902235883	0.00115044674534	57.613258989	58.2014267558	56.7640933131	57.2306533079	57.9144572328	56.6261571582	57.0	58.0	57.0	57.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C08
20	9	2	3614.0	730.0	380	0.0133484497109	0.177017242923	0.00247757878513	0.013389610871	4.23899763078e-05	0.013389610871	14.351353747	0.0010333354	57.9306506849	58.4537282067	57.2025607098	57.7230988156	58.2368141297	57.1031264387	58.0	58.0	57.0	58.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C09
21	10	2	3996.0	725.0	380	0.0145753722764	0.147381183651	0.00230367378685	0.0145190155748	3.07153223363e-05	0.013389610871	43.0772204652	0.000544223310669	58.485463214	58.7719454053	57.7648873516	58.163355337	58.4530367545	57.4831174707	58.0	59.0	58.0	58.0	58.0	58.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C10
22	11	2	4361.0	741.0	380	0.0104675388271	0.14308939729	0.00151054234715	0.00946804224356	1.93260620067e-05	0.00946804224356	190.661858313	0.000254889398668	57.2744210678	57.4082615185	56.6130662944	57.3028217702	57.3764289734	56.4699171959	57.0	57.0	57.0	57.0	57.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C11
23	12	2	4775.0	705.0	380	0.00455695472509	0.170045673425	0.00108949308374	0.00554647361611	5.83368141248e-05	0.00465235345584	8.6836396586	0.00130200260401	56.5484929509	56.3362096905	54.7552260574	55.9273886302	55.7495206554	54.4189015331	56.0	56.0	55.0	56.0	56.0	54.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R02C12
24	1	3	517.0	1116.0	380	0.0721717914578	0.451732903466	0.0764737167005	0.264024915042	0.0188654885752	-0.00711235242652	0.0178101790345	0.0468583159389	104.001250496	97.7764052826	81.2578308476	52.7138728687	52.7339766545	51.4782816289	132.0	122.0	96.0	53.0	53.0	51.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C01
25	2	3	883.0	1113.0	380	0.0660891312985	0.367998291552	0.0677073380382	0.260675880115	0.0157047744701	-0.0022966636388	0.0180581488195	0.0420016395588	107.390085924	101.681779891	85.1385649301	53.8866713174	54.107954917	53.1513265462	129.0	121.0	97.0	54.0	54.0	53.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C02
26	3	3	1275.0	1106.0	380	0.0590915679597	0.368494292544	0.0569650595315	0.214444501822	0.0117685815276	0.00275430969243	0.0259348886036	0.0350714034761	98.3602101288	94.3638929913	80.7409096857	55.1802334461	55.7520999236	54.552230828	116.0	110.0	91.0	55.0	56.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C03
27	4	3	1667.0	1105.0	380	0.039628828532	0.363982061297	0.0359028115812	0.121750410025	0.00609787739304	0.00554647361611	0.020357079618	0.0393425231295	82.1410023469	80.1022030434	71.5651828299	55.7211156242	56.4285513133	55.2224207961	89.0	86.0	75.0	56.0	56.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C04
28	5	3	2059.0	1100.0	380	0.023084350889	0.365793842699	0.0186643475993	0.0252209767181	0.00255132246035	0.00578177311921	0.00899471302478	0.0593341186682	68.0116763028	68.2131301908	63.335335882	55.8101388195	56.8729225956	55.1859290478	61.0	62.0	58.0	56.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C05
29	6	3	2447.0	1103.0	380	0.0149348353236	0.361336722673	0.0100939560508	0.0124954907107	0.00106613223771	0.00667587831988	0.0155863494334	0.0447985340415	61.5577671013	62.3004461222	59.0609700297	55.8689879084	57.0987174924	55.2342059563	57.0	58.0	56.0	56.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C06
30	7	3	2841.0	1103.0	380	0.0114049622792	0.370932964088	0.00601553691824	0.00970334174666	0.000394090459019	0.00946804224356	0.0609826060828	0.0229469347828	58.3464574241	59.2753087566	56.8497167796	56.1490100311	57.3494677822	55.4177800166	57.0	58.0	56.0	56.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C07
31	8	3	3228.0	1101.0	380	0.0119111721859	0.322490200536	0.00468337053424	0.0105974469473	0.000221374765033	0.00970334174666	0.203075357384	0.0117249123387	57.6968577105	58.9289513597	56.5459380941	56.6856875585	57.8861288486	55.9461300687	57.0	58.0	56.0	57.0	58.0	56.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C08
32	9	3	3615.0	1098.0	380	0.0120400958844	0.304269052983	0.00411634048384	0.0124954907107	0.00010375343849	0.0105974469473	0.98935912288	0.00515978809735	57.6452182576	58.4413829016	56.9687330194	57.0939570069	57.876981573	56.5350073767	57.0	58.0	57.0	57.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C09
33	10	3	3994.0	1117.0	380	0.011913490731	0.193495498102	0.00234474452095	0.0105974469473	6.34813033906e-05	0.0124954907107	5.38580654627	0.00176355908267	57.4049060097	57.9794574195	56.8218100256	57.3908074449	57.8849606656	56.7786423855	57.0	58.0	57.0	57.0	58.0	57.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C10
34	11	3	4402.0	1083.0	380	0.0106016293188	0.236971362832	0.00270503184782	0.00946804224356	7.34815526661e-05	0.00946804224356	3.7393649028	0.00234222690668	57.4793162592	57.6630716009	56.6836826652	57.2466279049	57.3728896192	56.4036944078	57.0	57.0	57.0	57.0	57.0	56.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C11
35	12	3	4777.0	1092.0	380	0.00880322116987	0.190395491902	0.00199306234642	0.00946804224356	4.39059387776e-05	0.00857392208329	36.9124615836	0.000668223558669	57.4717779868	57.4273464071	55.7989362472	56.9468699744	56.8697446457	55.4472060788	57.0	57.0	56.0	57.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	HIS3	HIS3	K000134_027_078_R03C12
36	1	4	493.0	1494.0	380	0.0479776717402	0.392901674692	0.0523468513902	0.205260206766	0.0120271118299	-0.00711235242652	0.0257279346263	0.0363596282748	93.3831924817	88.7196409159	75.0847389277	52.8806154754	52.9294427361	51.4874782984	114.0	107.0	86.0	53.0	53.0	51.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R04C01
37	2	4	907.0	1501.0	380	0.0289677941169	0.299708599417	0.0304691988599	0.130875883945	0.00558749383168	-0.0022966636388	0.0323649824444	0.0283133899601	83.7748586402	80.7101549212	70.9132073737	53.8673552703	54.3228567213	53.0270227731	92.0	88.0	75.0	54.0	54.0	53.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R04C02
38	3	4	1294.0	1499.0	380	0.0201959614663	0.311777956889	0.0179769229865	0.0633072433293	0.00195015964389	0.00186020449176	0.0204312834229	0.0363458504695	70.348468779	69.7455477485	64.1575633037	55.1086854249	55.765242285	54.352221655	72.0	71.0	65.0	55.0	56.0	54.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R04C03
39	4	4	1681.0	1497.0	380	0.0138833494933	0.329186213928	0.0101739510818	0.0178249070232	0.000809088309817	0.00554647361611	0.0162387070662	0.0418914171162	62.5704509783	62.9635450455	59.63691535	55.5736321065	56.4516924088	54.7549396155	59.0	60.0	57.0	56.0	56.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R04C04
40	5	4	2069.0	1495.0	380	0.0103176211505	0.302353938041	0.00519671478749	0.00970334174666	0.000346922054445	0.00667587831988	0.0711090777104	0.0191855939267	58.5555479608	59.5801321486	56.9019366598	55.8458690049	57.0751449082	54.8806272279	57.0	58.0	56.0	56.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R04C05
41	6	4	2456.0	1492.0	380	0.00832116480053	0.271787876909	0.0027580400962	0.00857392208329	9.38618919088e-05	0.00857392208329	0.697645419677	0.00580734494802	56.6129825362	57.7974045066	55.4295744303	55.9231184016	57.1583134673	54.918955992	56.0	57.0	55.0	56.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R04C06
42	7	4	2843.0	1490.0	380	0.00832022335842	0.216394210566	0.00189818661073	0.00857392208329	4.14863502523e-05	0.00857392208329	12.1831738808	0.00124000248	56.2595186553	57.4336559277	55.1520119699	56.0331871049	57.3162313515	55.0609587777	56.0	57.0	55.0	56.0	57.0	55.0	K000134_027_078	K000134_027_078_2012-05-04_16-22-50	2012-05-04_16-22-50	K000134_027_078_2012-05-04_16-22-50	2012-05-03_12-10-00	27	CSM	PlateTest2	ConorLib	5	1	1.1755787037	RAD52	RAD52	K000134_027_078_R04C07
