Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	Date.Time	Inoc.Time	Treatments	Medium	Screen.Name	RepQuad	MasterPlate.Number	Timeseries.order	Library.Name	ORF	Gene	ScreenID	Expt.Time	Growth
10	3	3994	1117	380	0.0562556325537393	0.193495498102107	0.0457415183747274	0.30692688539996	0.0294161291361108	0.012495490710737	0.017832238702605	0.0306487279641226	122.369054400456	115.170286243236	93.6251424095699	58.0317750463386	58.2017032108172	56.0885430457919	143	133	105	58	58	56	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0562556325537393
11	3	4402	1083	380	0.0606328443577665	0.236971362831615	0.0518089333000215	0.264750395663441	0.0320220713506988	0.012495490710737	0.0178069917307132	0.0339416234388024	117.522602401233	110.527776970261	90.5009738655193	57.7770444737365	57.752198407396	55.7778570267781	132	122	98	58	58	56	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0606328443577665
12	3	4777	1092	380	0.0372741561601965	0.190395491902095	0.0300606271945831	0.030358237005544	0.0288798823606134	0.00857392208328605	0.0358161796745774	0.0214520429040858	100.448657645271	94.9594399015848	79.5704464867212	57.2264152548863	57.0557763161254	54.8705785250547	65	63	57	57	57	55	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0372741561601965
1	4	493	1494	380	0.0928978324877904	0.392901674692238	0.100175635536296	0.287428815786373	0.00759190540478371	-0.0135476419964474	0.0282151668248993	0.0347200694401389	130.606568012063	119.556720552653	90.9667917382614	51.9873251103521	51.8479126714855	48.6825717430526	140	128	96	52	52	49	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0928978324877904
2	4	907	1501	380	0.0733054167866642	0.299708599417199	0.0792969115452684	0.286491567107604	0.00510640571235909	-0.00962607336899642	0.0269262978034668	0.0310413954161242	132.639796809635	122.147772721004	93.8027628373098	52.6193694358369	52.8033446461069	49.7823422359943	139	128	97	52	53	50	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0733054167866642
3	4	1294	1499	380	0.0795507342668467	0.311777956889247	0.0815800173297292	0.283464133600022	0.0049753154627564	-0.00319078379906689	0.0267494574426804	0.0317647301961271	131.351915683415	121.578881081798	93.579676521278	53.9789896199313	54.2956667967929	51.0744321992333	138	127	97	54	54	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0795507342668467
4	4	1681	1497	380	0.0854002464838489	0.329186213927983	0.0855893183056797	0.28067195471675	0.00477377187168088	-0.00178293611409446	0.0261497677249695	0.0330116215787987	130.576415193052	121.320874751491	93.2337344354923	54.5210626848505	55.1143608281301	51.4021832895169	137	127	96	54	55	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0854002464838489
5	4	2069	1495	380	0.0795014402566618	0.302353938041209	0.0777714715145071	0.283464133600022	0.00620019183247852	0.00213863251335652	0.0219647689576734	0.0345202912628047	129.243312827523	120.8668261563	92.8435406698565	55.0382834177603	55.9670883076103	51.8320249627238	137	127	97	55	56	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0795014402566618
6	4	2456	1492	380	0.0693982345587293	0.271787876909087	0.0661438461663283	0.28067195471675	0.00947971502007875	0.00465235345583508	0.00866078430244394	0.0521214375762085	124.61424986693	117.469368615821	91.4887841228804	55.5277651644152	56.4552067960798	52.4845517841601	136	127	97	56	56	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0693982345587293
7	4	2843	1490	380	0.0554011799319163	0.216394210566199	0.0499707789259856	0.27276215749708	0.0147099843485987	0.0060602011408075	0.00828140239075493	0.0475609840108569	120.545874188208	114.298261810773	90.6593340124793	56.1462782090392	57.0479916306957	53.3148687021424	133	125	97	56	57	53	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0554011799319163
8	4	3230	1488	380	0.0570018997985101	0.221657332203553	0.049505718246178	0.273334721117255	0.0180973007562663	0.00970334174665922	0.00971299577536526	0.0444472000055111	118.2105917454	112.334690452511	89.9368784186972	56.7964331548436	57.735593220339	54.1106607071735	133	125	98	57	58	54	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0570018997985101
9	4	3628	1491	380	0.0454175397558392	0.177320354640709	0.0359876636718596	0.237146468350328	0.0246021178407429	0.012495490710737	0.0139285065894449	0.0331976219507995	112.292618492618	106.929370629371	87.6805361305361	57.4276299813266	57.9999748787902	55.1904606392511	122	116	93	57	58	55	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0454175397558392
10	4	4005	1483	380	0.0404441237901962	0.173827680988695	0.0302442155828255	0.131813132623459	0.0245816136842176	0.012495490710737	0.0151560640230223	0.0315098407974594	104.248721911782	99.3118138945032	83.2158284785796	57.8221599626442	58.1071642985791	55.5802064572077	93	88	75	58	58	56	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0404441237901962
11	4	4392	1481	380	0.0807785639248812	0.361068055469444	0.0739645591756644	0.245648426262399	0.026914248532486	0.00974647026515646	0.0104211254777961	0.0547667762002191	113.842577223208	107.029248468891	87.3432926945605	57.5625997326088	57.5828912752836	55.1997239832665	126	117	94	57	58	55	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0807785639248812
12	4	4827	1498	380	0.0107140153465072	0.0882537320630197	0.00434016269674148	0.00974647026515646	0.0078915613565588	0.0060602011408075	0.127881340886496	0.00772934879203092	68.8068066505347	67.2792912340957	61.9291234095699	56.6960634680771	56.5528673970533	54.5583528522856	58	57	55	57	57	55	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0107140153465072
1	5	522	1891	380	0.112879175255836	0.452022237377808	0.120212268171103	0.300601369353698	0.00879476767259116	-0.0146770616598206	0.0278523705324134	0.0374825194094833	133.167611558157	122.476834918313	93.7733479639112	51.6137155069458	51.522031554466	48.2217612672072	144	131	99	51	51	48	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.112879175255836
2	5	909	1889	380	0.10224225648942	0.378076756153512	0.107971699500999	0.310915113992179	0.00645784739065286	-0.00990450139059569	0.0252813197688753	0.0359807386281439	138.04316533654	127.619383404395	98.4335665609854	52.4241407193256	52.7093233199304	49.3094850408179	146	134	103	52	53	49	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.10224225648942
3	5	1296	1886	380	0.103289478767256	0.368480514738807	0.105658006126539	0.310915113992179	0.00613937342579974	-0.00319078379906689	0.0269727476539168	0.0343894021121376	137.986277552394	128.100375778197	98.6970405130027	53.7329718998167	54.1641395409722	50.6031394537045	145	134	102	54	54	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.103289478767256
4	5	1684	1884	380	0.102309147763869	0.363162281880119	0.103321287444896	0.310021008791505	0.00649650715327633	-0.00178293611409446	0.0264772683360551	0.0344582911388045	137.208130204678	127.682626097843	97.8890490733539	54.1433732854485	54.8314871706114	50.9247436285751	145	134	102	54	55	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.102309147763869
5	5	2071	1882	380	0.101187084372446	0.35997271994544	0.101175323890462	0.3084445066086	0.0070361284628542	0.000730784828384094	0.0273264232770013	0.0337694008721351	136.082807057833	126.976461132162	96.7806292341256	54.4221102823253	55.3406201900826	51.1682435123295	144	134	101	54	55	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.101187084372446
6	5	2458	1880	380	0.115737364101182	0.408071038364299	0.115164760257692	0.312558216301462	0.00818532772359653	0.000966084331486117	0.0235596274091157	0.0387225218894882	136.125042204065	127.425484502667	96.9381288405699	54.694058772185	55.5372708757637	51.5651091067792	145	135	101	55	56	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.115737364101182
7	5	2845	1877	380	0.0935093432659787	0.33409111262667	0.0911573014692759	0.315393538662828	0.0118015625937636	0.00465235345583508	0.0193641757520018	0.0386467439601546	133.062168793946	125.045219291915	96.2778934779471	55.3142431515352	56.1710460978234	52.4119837788629	146	136	103	55	56	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0935093432659787
8	5	3232	1875	380	0.106898193864082	0.393342564462907	0.103329895147667	0.319315107290279	0.0161707233848773	0.00578177311920824	0.0130640289386408	0.0510536576628709	130.06553644611	122.332008126379	95.3937616028582	55.9046705199687	56.7582753256192	53.0958745443603	147	137	104	56	57	53	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.106898193864082
9	5	3620	1873	380	0.0922710592207546	0.352291593472076	0.0867971016265066	0.31875825124708	0.0230362990316474	0.00857392208328605	0.0163726864456882	0.0431589752068393	125.316021040693	117.985646962201	93.7291304092767	56.7221926783093	57.2320627087277	54.2593541936993	147	136	105	57	57	54	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0922710592207546
10	5	4007	1871	380	0.0678385507770611	0.271966988378421	0.0611235407101573	0.300087656788594	0.0284089011065608	0.00857392208328605	0.0190140324313653	0.0351885148214741	119.185896299298	112.296968008308	90.7107069581296	57.0056490225393	57.3118317215798	54.8325164171761	141	131	103	57	57	55	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0678385507770611
11	5	4394	1868	380	0.0281150594639133	0.139624279248558	0.0221211124297195	0.030358237005544	0.0290013430424068	0.0060602011408075	0.034024250999751	0.0188480376960754	99.9448391553187	95.3125123347148	80.2995362147227	56.512510709167	56.625975835315	54.6092975587103	64	63	57	56	57	55	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0281150594639133
12	5	4781	1866	380	0.0300123421394569	0.187495263879417	0.0266792137866918	0.0215778510718737	0.0273898984265681	0.00465235345583508	0.0377500147913393	0.0207355970267496	95.8491384061432	91.0348311716942	76.9645442186869	55.8612053177779	55.8580088855728	53.8647493725836	61	60	56	56	56	54	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0300123421394569
1	6	490	2271	380	0.0900465901078342	0.408629039480301	0.0993688224292013	0.273150388961541	0.00689741863756395	-0.0174692106238984	0.028816174837697	0.0350369589628068	127.399278453057	116.557749043276	88.4541699681373	51.0270374167094	50.9057010390942	47.6066585900005	137	124	93	51	51	48	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0900465901078342
2	6	911	2276	380	0.072843763964979	0.314850407478593	0.0797136462492341	0.271699427717669	0.00448264453661004	-0.0107986215508668	0.02774222449263	0.0313445071334587	129.37955102398	119.331152634343	91.3555268685454	52.2165156801432	52.5029912424465	49.0948450083956	135	124	94	52	52	49	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.072843763964979
3	6	1299	2274	380	0.0788481865544647	0.342805574500038	0.0815790239692271	0.269801383954265	0.00760275546919894	-0.00570450474154544	0.029980969162287	0.0314616184787925	124.522245890438	115.636670551827	89.1078734777541	53.6239059109634	54.0803153072883	50.4154026771769	134	124	94	53	54	50	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0788481865544647
4	6	1686	2271	380	0.0738677687824755	0.302533049510543	0.0752922410095236	0.271699427717669	0.00494141973787045	-0.00223000367402859	0.0271198314610345	0.0310758399294576	127.515506876765	118.49692594954	90.9067993442026	54.0683293002124	54.6709170823251	50.9350091362536	134	124	94	54	55	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0738677687824755
5	6	2073	2269	380	0.065889828239609	0.275328772879768	0.0670219197157505	0.268864135275497	0.00593636794481842	-0.00178293611409446	0.0198585778283962	0.0346442915108052	125.383741586809	117.37068081167	90.1114669602422	54.0758218149324	54.8564651976348	51.033937296804	133	124	94	54	55	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.065889828239609
6	6	2460	2267	380	0.0789617649135294	0.329999104442653	0.0789074533280974	0.268907248834397	0.00846166077795598	0.000730784828384094	0.00967472819812774	0.054339664234884	123.708431622237	116.413043024445	89.7936663674509	54.4529807316622	55.3398692138436	51.2313640009048	133	124	94	54	55	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0789617649135294
7	6	2847	2265	380	0.0744371833520642	0.315098407974594	0.0738604776929466	0.27566410990402	0.0107393807861199	0.000730784828384094	0.0136463539236799	0.0447089783068455	122.392041976388	115.112177525142	89.4098382160035	54.6589151185363	55.4550447088643	51.800343991712	135	126	96	55	55	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0744371833520642
8	6	3235	2262	380	0.0539129453402568	0.262949414787718	0.0516092563449515	0.241068036977779	0.02026263214713	0.00213863251335652	0.00909785792476159	0.0500203222628667	110.968404506157	105.202174482578	85.1003405816086	55.3007542690507	55.9267975811049	52.7956930956809	124	117	93	55	56	53	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0539129453402568
9	6	3622	2260	380	0.00582353983114168	0.000344445133334711	1.48810148895475e-05	0.0448288198553832	8.59059386170247e-05	0.00465235345583508	0	0	66.84	66.06	60	56.109729793055	56.4141450338017	54.1706624583939	67	66	60	56	56	54	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.00582353983114168
10	6	4042	2234	380	0.023621819750448	0.132831821219198	0.0189776884497869	0.0225150997506421	0.0263130588467563	0.00465235345583508	0.0364300073003028	0.0177664799774044	95.4985997303184	91.40177367493	77.2858624624002	55.9855813916539	56.2797289460514	54.1703143494944	61	61	56	56	56	54	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.023621819750448
11	6	4385	2247	380	0.0027885927737998	0	0	0	0	0.00186020449175726	0	0	NA	NA	NA	55.4093454853576	55.5310999510888	53.7946555893112	NA	NA	NA	55	55	54	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0027885927737998
12	6	4784	2253	380	0.0426260009908228	0.31335551559992	0.0437258163401065	0.0244131435140459	0.0241138659558859	-0.00229666363879575	0.0193650110324545	0.0374274081881497	95.1837228219052	90.3965308769539	75.8403939587135	54.3542448381724	54.4360816261011	52.3799185344222	62	61	55	54	54	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0426260009908228
1	7	492	2655	380	0.121510759554146	0.506093234408691	0.12977269436787	0.28860137892784	0.00780470914762283	-0.0188770583088708	0.0287160188119624	0.0390600781201562	131.178057578439	119.818308037841	91.3797999047165	51.0902421334524	50.6437179201071	46.6336476232984	141	128	96	50	50	47	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.121510759554146
2	7	886	2663	380	0.0967630776551812	0.37670586452284	0.104289805964235	0.300601369353698	0.00581471693165113	-0.0135476419964474	0.0252766865573847	0.0359187385041437	136.164036354992	125.182085840206	96.3740833531445	51.8491124914344	51.9441079599461	48.3531908309202	144	131	100	52	52	48	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0967630776551812
3	7	1271	2659	380	0.105361379329407	0.385482326520209	0.108017807355515	0.303181780180138	0.00572678233265491	-0.00570450474154544	0.0264610423324166	0.0355122932468087	136.822935468306	126.176796468717	97.0574905731186	53.7253710595937	54.0382606161159	49.9911775256715	144	132	101	53	54	50	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.105361379329407
4	7	1688	2659	380	0.104734264311926	0.378924091181516	0.106243810433587	0.303628832780475	0.00622248301379952	-0.00291235577746762	0.027125224455482	0.0347751806614724	136.494155076811	126.409780929006	97.0962821561676	54.1049070500022	54.5373796530458	50.6583699365544	144	132	101	54	54	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.104734264311926
5	7	2075	2656	380	0.103496259721511	0.379282314120184	0.105123593645221	0.306099440164053	0.00715292434770681	-0.00291235577746762	0.0266731959291624	0.0350851812814737	135.481573641862	125.720834771237	96.1006593167081	53.9831971943532	54.534659948504	50.5639927195241	144	133	101	54	54	50	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.103496259721511
6	7	2463	2654	380	0.0983855857594103	0.368494292544141	0.0992119757162487	0.306099440164053	0.00894513416140562	-0.00178293611409446	0.0234320046216721	0.0368969626828143	133.080798639023	123.761810398011	94.7501635789198	54.3015163084979	54.9084760554162	50.7414639467656	144	133	100	54	55	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0983855857594103
7	7	2850	2652	380	0.0880039896388499	0.33504867009734	0.088338141108689	0.314264148918649	0.0130464264114574	-0.00178293611409446	0.0182941416290506	0.0398178574134926	131.513241220495	122.224134386051	94.3010527181512	54.520145040145	55.06963998964	51.1412691012691	146	135	102	54	55	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0880039896388499
8	7	3240	2661	380	0.08241242446412	0.32908976929065	0.0818164718345305	0.315350395184734	0.0192542591979749	0.000730784828384094	0.0179812186296978	0.0398040796081592	126.868832555316	118.345355969103	92.8055096188064	54.9459698120957	55.254040455899	52.1859020433309	147	135	103	55	55	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.08241242446412
9	7	3624	2647	380	0.0519747897640002	0.245451602014315	0.0493225280205628	0.24441707190425	0.0264210985309282	0.00465235345583508	0.0137663543174752	0.0392874119081571	112.694611282627	106.148470390121	86.1583216390682	55.6006792597529	55.8427294555879	53.3131350941742	126	117	93	56	56	53	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0519747897640002
10	7	4014	2664	380	0.0357027684006639	0.196030614283451	0.0334386601989035	0.0837504004505119	0.0291713952741303	0.0019033330102545	0.0250928392405389	0.0260056075667707	104.005517289851	98.2870396401462	81.5008082653922	55.4933121974208	55.5914142496037	53.3255301829399	80	76	65	55	56	53	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0357027684006639
11	7	4420	2601	380	0.021976640229672	0.172629011924691	0.0237656877914108	0.0162484347594503	0.0277573312296125	-0.00319078379906689	0.0374436006213111	0.0199778177334132	94.8124825412028	89.8743365657049	75.3167724170956	54.1777239346555	54.2689380693078	52.4495595410568	60	59	54	54	54	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.021976640229672
12	7	4806	2665	380	0.0163010026231703	0.191242826930098	0.0222912626659022	0.00889549358297968	0.0252475783506374	-0.00711235242651787	0.0453021689311225	0.0191167049000765	89.0520154173121	84.3720687295126	71.539389791434	52.9673509369676	52.9009710391823	50.9370272572402	58	57	52	53	53	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	HIS3	HIS3		3.00927083333333	0.0163010026231703
1	8	529	3052	380	0.113378948278083	0.50922079621937	0.117602601264394	0.259977835394216	0.0071226491233779	-0.0137397980214551	0.0342076941604978	0.0358980717961436	124.204182957021	113.262922929152	86.4433366252249	53.4003537239269	52.582212739676	48.7600993795795	133	121	91	52	51	48	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.113378948278083
2	8	883	3057	380	0.0906728372224839	0.381534985292193	0.0946515054600492	0.271699427717669	0.00560178800476234	-0.00962607336899642	0.0282215428224722	0.0342102906428035	128.1823089701	117.741856853965	91.2743211035678	53.4474419951658	53.2468115441594	50.0748855497511	135	124	94	53	53	50	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0906728372224839
3	8	1271	3056	380	0.0891256678313395	0.354874931972086	0.0901693226506598	0.27276215749708	0.00504700874400148	-0.00319078379906689	0.0293672949074865	0.0323433980201294	129.428931940832	119.389214582444	92.9584967193384	54.6097365639049	54.516386002755	51.260456821895	135	124	96	54	54	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0891256678313395
4	8	1690	3046	380	0.088542325038581	0.355405377477422	0.0892021143868934	0.274660201260484	0.005442441343542	-0.00201823561719648	0.0316346344955281	0.0311860623721247	128.171967978911	118.731077125855	92.7084375181718	54.5967297210644	54.7090627337822	51.6315485732607	135	125	96	54	55	52	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.088542325038581
5	8	2078	3043	380	0.0803798389664586	0.33757000847335	0.0822425916472021	0.272828817461848	0.0073069558958088	-0.00319078379906689	0.0218062290648171	0.0366076287708131	125.883188441288	116.906269131872	91.6539937145423	54.0547426657931	54.266880895184	51.3294959390177	135	124	96	54	54	51	K000134_027_078	K000134_027_078_2012-05-06_12-23-21	2012-05-06_12-23-21	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	17	ConorLib	RAD52	RAD52		3.00927083333333	0.0803798389664586
