x0_HIS3_C04	r_HIS3_C04	K_HIS3_C04	x0_RAD52_C04	r_RAD52_C04	K_RAD52_C04	x0_C04
0.000728716759237	3.69433540291	0.109189322243	0.000270904009446	3.48782020657	0.0845229123531	0.000718420622386
0.000710683413918	3.57428362953	0.113583304141	0.000137662136648	3.65846194546	0.0841110738827	0.000593596740454
0.00077264629416	3.80628309742	0.113446275442	0.000287561905436	3.41748942156	0.0686964063436	0.000730097988982
0.000703871224098	3.51248261009	0.117306616319	0.000238224831162	3.46975003794	0.0966356826172	0.000890440706411
0.000352344543127	3.49747828521	0.108190836504	0.000270536066535	3.4662745577	0.0815688478238	1.54938132076e-05
0.000831120891735	3.45944550842	0.111989161385	0.000174434334108	3.84225549887	0.0901299224992	0.000408176165101
0.00090513313962	3.57430684819	0.106999963198	0.000157497931506	3.63212453817	0.0869736049431	0.000403100320425
0.000751694524396	3.40887121034	0.110039062821	0.000152503699257	3.72574556183	0.0843801869881	0.00103749601703
0.000786512604712	3.3196384729	0.107837907665	0.000248945776252	3.50693201077	0.0863385055649	0.000535431855428
0.000798871022641	3.52322729351	0.11059470343	0.000274967343798	3.43162417082	0.0817735562466	7.04100555783e-05
0.00123169069263	3.49036916948	0.113654590308	0.000266490374902	3.39420076754	0.0890244784614	0.00040079570796
0.000322908181377	3.48773065778	0.107645270416	0.000158631322473	3.55478816456	0.0839466819642	0.00128041294374
0.000768608457017	3.56738706332	0.114861557423	0.000224662220929	3.57063289059	0.0871228582903	0.000323799157769
0.000753968076187	3.64462531558	0.11141945338	0.000267644115362	3.56692831239	0.0789131949573	0.00033998046936
0.000694045240268	3.64377533498	0.114456851408	0.000214279262701	3.57737681205	0.0860212453017	0.000436437973033
0.000701957803139	3.58006438784	0.110738735024	0.000199403085889	3.55281478393	0.0885719129825	0.00035071572917
0.000696167887889	3.53122847493	0.116506725092	0.000343784152326	3.37661000179	0.0860323347676	0.000947698367222
0.000475591162083	3.82098991485	0.111966079186	0.000321320533138	3.46642406058	0.0800071070951	0.0001391385017
0.000591084923948	3.9184730067	0.113363380634	0.000205642488855	3.60840989994	0.0833664980486	0.000468932656105
0.000515388451077	3.85994079091	0.111700718108	0.000199357890064	3.53479522757	0.0826646126671	0.000346596912815
0.00090947408267	3.43274154098	0.104621593848	0.000340677707023	3.30194670216	0.0751755939384	0.000606872019202
0.000733271946876	3.63034079856	0.111435073199	0.000110792017434	3.62576555256	0.0897404558062	0.000371503445111
0.00079057039287	3.5612378493	0.132696957168	0.000245304270705	3.4353712977	0.0841040920426	0.000220243041803
0.000585256778069	3.72588717881	0.11437091664	0.000191247314444	3.70298584678	0.0913512721556	0.000526623202908
0.000517800293232	3.70288143587	0.112704148634	0.000255403828525	3.43835902653	0.10389615562	0.00120023270793
0.000536739935601	3.89715834267	0.114364757107	0.000193479312897	3.66335108039	0.0878293927792	0.000737646414731
0.000577157981619	3.80624954043	0.108934955794	0.000133278635188	3.77419138955	0.0825816566264	0.000274017173506
0.000626304407244	3.84868715898	0.110357797313	0.00015423704657	3.82128645792	0.0879583656933	0.000377975429962
0.000563479957093	3.70650217094	0.110587156134	9.7118724882e-05	3.95098753752	0.0848406209159	0.000511755217416
-3.2648343694e-05	3.62250593976	0.121555092859	0.000224248552366	3.53736188771	0.0929936652966	0.00293808991395
0.000516594660021	3.99694313389	0.108819379647	8.8868741489e-05	4.08961196789	0.0868141397562	0.000293625975408
0.000715851513998	3.63069613767	0.13440172855	0.00010989444089	4.02604352624	0.0830482660686	0.000401206611559
0.000641204018593	3.78765925689	0.108566160122	8.06514682532e-05	4.16529593052	0.0812653615201	0.000451218478174
0.000522974746626	3.80443547215	0.109591773823	0.000110116563872	3.95961498158	0.0855736014654	0.000124384417331
0.000670350518993	3.76941841493	0.110308414883	0.000120116017166	3.93247773477	0.0890689546384	0.000350024409134
