r_HIS3_C10	K_HIS3_C10	r_RAD52_C10	K_RAD52_C10	x0_C10
1.88823819066	0.075885233886	1.52875682292	0.0532769863654	0.00063905328743
1.80086889452	0.0825997011047	1.52909917583	0.0648061553091	0.000779560986045
2.03618383176	0.0811368122857	1.32166260706	0.0622666021507	0.000761089329831
1.94501610852	0.0738438732682	1.57910961514	0.0641991632819	0.000860704450873
2.01524412798	0.0796070316499	1.52589035279	0.0596166406766	0.000793952969101
1.85942394894	0.0798186365795	1.41405683817	0.0707350801507	0.000648779797414
2.24108441078	0.0766195151132	1.996799715	0.0661625095369	0.000884583923483
2.0109792377	0.0842840594631	1.53284994407	0.0633270306252	0.000571264183158
0.852199988576	0.0751857402496	0.814504100422	0.0621837981865	0.000765228445811
1.5172472238	0.0827804338994	1.32417377739	0.0668353904598	0.00089776578541
2.00787393348	0.081605414216	1.53372620292	0.0642147491282	0.000683407665798
1.92555406436	0.0879826642134	1.54454550367	0.0565585516021	0.000520469069596
1.8707272978	0.0736120309658	1.14814431998	0.0628278621189	0.000736165422616
1.76872499158	0.0810525834157	1.5470236654	0.0638618976977	0.000750703881699
1.98837646666	0.0821422473319	1.53680148826	0.0618691306834	0.000663119616167
2.2775262088	0.0800494823871	1.62131765351	0.0557673899018	0.000501557696883
1.2554474013	0.0794698549553	1.60936492631	0.0601620219381	0.000704067072164
2.1354623183	0.0789769901373	1.67297905651	0.0642026606008	0.000598674340306
2.08134875124	0.0755221868428	1.5139912358	0.0596815613181	0.00062683538109
1.79226466159	0.0802173203093	0.962264656228	0.0643038322467	0.000707266434976
1.78094321947	0.0831346433636	1.44069111008	0.0660485134817	0.000863364878341
1.76498204987	0.0792178299444	1.25586904515	0.0611891194288	0.000750359317808
1.80871033166	0.0812685435784	1.32345066133	0.0646451204879	0.000780802538861
2.00993802761	0.0748438944161	1.54625505468	0.0607133946007	0.000653791703965
1.75321755794	0.104501847316	1.40318096407	0.0698839005357	0.000841698341925
2.02124441738	0.074276764994	1.45119848719	0.0611060314806	0.000675833387431
1.70347736227	0.0816590742695	1.212660032	0.0681108867257	0.000756301924651
1.70621496604	0.0886511516937	1.19644989415	0.0791481460315	0.000907013152098
1.95355910933	0.0851047498173	1.58215998239	0.0661609772511	0.000785232673356
2.02003723356	0.0840270333245	1.30780410224	0.0694889712961	0.000697146688053
1.88558148548	0.0746814300629	1.32872528448	0.0619424199193	0.000551283602258
1.84656755687	0.0815318850361	1.82676917827	0.0503149595323	0.000877191142552
1.59075367743	0.0804622250899	1.51128315076	0.0564277246117	0.000659080804149
1.81411214387	0.0812494889427	1.5315002475	0.0550357125109	0.000559426725337
1.95708786143	0.0815609384656	1.56100046457	0.0778888135849	0.000870772373306
2.01924830713	0.0841379812415	1.44587165823	0.0618265192092	0.000674324792193
1.67953895479	0.0818702939519	1.45414337391	0.0639932978408	0.000664036064644
1.9610050396	0.0787300396321	1.45653083513	0.0668658703398	0.000663048031447
2.23437491692	0.0896010174375	1.53099720507	0.0557116664244	0.000630733423144
1.8329048257	0.0818156473867	1.33723662278	0.0587298128475	0.000480362707603
2.11707062556	0.0838733964185	1.82875667685	0.06116675118	0.000620435030266
1.83404757775	0.081461966283	1.48430435625	0.0616601170497	0.000692562045283
1.8445304968	0.0791214280059	1.44127540962	0.0671365048339	0.0007780372137
1.87529523795	0.0869975845007	1.38959600637	0.0674687103322	0.000994676962688
1.94226920891	0.0642409958621	1.5092494235	0.0719612219793	0.000763545594268
1.5775295876	0.0719449468049	1.18408204219	0.0625196355555	0.000605346510018
2.11012664932	0.0934194785805	1.34670450861	0.0695126498229	0.000847377300996
1.67969848121	0.0755459983389	1.46335900137	0.0617717340703	0.0006216216714
1.74850698631	0.0806021745366	1.41189931143	0.0559573204969	0.000696802527638
2.27761972529	0.0677339508498	1.62104693797	0.0545395164458	0.000462721035772
1.87385970069	0.0839621625975	1.42544244087	0.0624931036248	0.000846406013046
2.07711985111	0.0763772982276	1.80095815409	0.0569472167845	0.000519221792467
1.87209176697	0.0917794962415	1.65739169168	0.0695231716257	0.000791036010955
1.91828734658	0.0806476903373	1.41190879549	0.0673600275777	0.000687366978301
1.70735684079	0.0798166945318	1.5281946226	0.059549828196	0.000817323086694
2.09216788708	0.0805568619476	1.43032058556	0.0756977773866	0.000837283984649
1.28216059348	0.0801347070661	1.41869160328	0.0683495262782	0.000783952300339
2.47097690989	0.0782376795951	2.76564594995	0.0628756236923	0.00057377773689
2.01151756809	0.080296522098	1.47998728116	0.0634355368659	0.00064304131574
1.90836745533	0.0861651631037	1.59307156209	0.0645608386506	0.000823937297837
1.84936637922	0.0843381456081	1.48746719377	0.0559534692057	0.00064787505446
2.21313645249	0.0858741141096	1.42160285636	0.0737673574462	0.000786634889349
2.10245307893	0.0797930726396	1.41016815287	0.0607905942366	0.000734967439651
1.74126079698	0.0838837649522	1.62988680818	0.0579236990862	0.00102199030308
2.0882582248	0.076348399462	1.48295410047	0.0640612932985	0.000594223015306
2.39500645665	0.0880039345514	1.39492332901	0.065434222486	0.000698785287005
2.27806110687	0.0792900139345	2.22415286283	0.0594190585621	0.000531734951585
1.95371113892	0.0905930504782	1.27217487183	0.0647298552086	0.00113027307078
1.79537401535	0.0818933465694	1.44650448749	0.0605773995914	0.000760976122334
1.93423795557	0.0840435658043	1.74695328546	0.060116299548	0.000651814172625
1.86326558378	0.0883466049841	1.4817415706	0.0620666667169	0.000961149021641
2.04672167401	0.0916095387198	1.32889783415	0.0637065166272	0.000834738186939
1.61584381185	0.0646223489991	1.27264554725	0.0621633984983	0.00094282572606
1.86335295448	0.065237627152	2.13370747154	0.0568685417989	0.000697407358377
1.64681286948	0.0847892509094	1.58648653464	0.0657926223543	0.000813099190634
2.09581255186	0.0737071392885	1.60400972464	0.0682094516066	0.000608483472566
2.12358976891	0.0726968213685	1.80847001341	0.0599672269771	0.000652599539546
2.07511553185	0.0803164787961	1.60194466982	0.0661366753504	0.00073309630219
1.7278702415	0.0823675454015	1.36877760143	0.064208027492	0.00103690786679
1.90266473038	0.0656618790495	1.66598652405	0.0632832260041	0.000615739979563
2.08319749461	0.0744064510472	1.22012140334	0.0614271859017	0.000874069504231
1.83211783436	0.0814850960722	1.50346150618	0.0610982936574	0.000677239759989
2.16013957649	0.0802155977727	1.59306643089	0.0641050617931	0.000505826888789
2.07850346446	0.0778346040407	1.3380540416	0.0647685457195	0.000591899254552
1.94917261593	0.085619325366	1.66094797411	0.0593665795747	0.000506651623944
2.21907720951	0.091775269698	1.65150882192	0.0812249357674	0.000576195498528
1.44392707741	0.0796774475035	1.35546956869	0.047340038939	0.000708855160452
2.00921267193	0.0747655339671	1.50072134017	0.0649764541117	0.000699102366584
2.14455274742	0.0673687410641	1.34961042209	0.0652861368734	0.000750959359697
1.9420300833	0.08002066723	1.36703961116	0.0653931713624	0.000726356142682
2.2016419653	0.0771742500606	1.53538451006	0.0623248302452	0.000647321135137
1.94832547568	0.0829987260281	1.48659129886	0.0623342665114	0.000776175718226
2.00528007238	0.0995497691633	1.49233564011	0.0636610142284	0.000697809158864
2.26691145535	0.0784262467616	1.38000550989	0.0720991206724	0.000952048474543
2.05617267353	0.074520979784	1.24071291721	0.0632504950996	0.000708368017909
1.73089750806	0.0767045379809	1.3270496499	0.0693862102155	0.000951904492647
1.93314235992	0.0820041105622	1.53741253777	0.0593897389255	0.000609956009497
2.01022176861	0.0804006640053	1.47269593132	0.0603462628447	0.000625464579823
2.08958172659	0.0812991979379	1.63953065808	0.0630888756986	0.000601061333429
1.79934366013	0.0890872594188	1.38935151935	0.0622834628722	0.000749454180336
1.67423863519	0.0818426271492	1.84206466446	0.061565609656	0.000719788916646
1.96804528718	0.0877971333583	1.22027717251	0.0632269459239	0.000602503144887
1.62341157	0.0860067423879	1.60889966967	0.0609700950576	0.000664799487607
1.87115707879	0.083413935758	1.57217844153	0.063457468344	0.000812977459317
1.81039537189	0.0809234604226	1.45890815614	0.0670902828867	0.000756327305292
1.85862981945	0.0759980805958	1.81494395402	0.0659306286148	0.000807313374929
1.45665734208	0.0783971638344	1.49682992389	0.0645566720226	0.000903695921625
2.34377450379	0.0829981941333	1.42956902516	0.0656048494267	0.00069468011374
1.68719533247	0.0805818713522	1.32467144255	0.0681949648453	0.00110666868328
1.76649466374	0.0819951753204	1.95887063318	0.0627115465495	0.000627596869582
1.87307704055	0.0965668970689	1.53610732187	0.0625480144713	0.000873294796394
1.9646966253	0.0871096597569	1.26729429129	0.0663722192218	0.00098101583139
1.72441896411	0.0806740748633	1.52703853838	0.0620881703515	0.00084393546254
2.04310204491	0.0807500171924	1.45067468643	0.0590883941866	0.000511280195181
1.84635067537	0.0864606716715	1.41664063877	0.0679644093169	0.000781604906921
1.93116339304	0.0787507400568	1.3088438237	0.0619476785759	0.000650016993768
1.87463590346	0.0794195605747	1.91474513372	0.06286782443	0.000466601492729
1.75515966167	0.0838718441137	1.70893744099	0.0507856019333	0.000528868268445
1.73471420802	0.0709942137579	1.46396735002	0.0623329490726	0.000878120236359
2.48923283012	0.0809921124548	1.58721130034	0.064483906805	0.000686555393007
1.68987017345	0.0823718598468	1.2859718873	0.0736684927626	0.000856055694098
1.74661309053	0.0834569821308	1.7163734232	0.0707704373137	0.00083853687458
1.9215389015	0.0789077786653	1.49694452856	0.0620624242176	0.000765377985944
1.87209727994	0.0814092763661	1.59480067693	0.0642822293435	0.000871763983142
2.19751138865	0.0765925527295	2.04132368282	0.0564001354233	0.000477417296584
2.09635291955	0.0750336753514	1.68459891768	0.0605488885125	0.000506841078419
1.4953996113	0.0771312448963	1.68396306887	0.0609309200732	0.000628163745538
1.89321070287	0.0778721304629	1.16034308668	0.0580208053602	0.000562711635539
1.59130839632	0.0800425007283	1.47951901909	0.0662384552031	0.00100678334178
