Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	Date.Time	Inoc.Time	Treatments	Medium	Screen.Name	RepQuad	MasterPlate.Number	Timeseries.order	Library.Name	ORF	Gene	ScreenID	Client	ExptDate	User	PI	Condition	Inoc	Expt.Time	Growth
1	1	523	428.5	174	0.000550580272148	0.0267428571429	0.000180652880293	0	0.000864231018714	0	0.240188978346	0.00675918367347	82.4065934066	83.5433455433	84.9438339438	82.0968596927	82.6883177884	84.0175132524	81	82	84	81	82	84	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000550580272148
2	1	692	435.5	174	0.0037774166737	0.810612244898	0.00372097629872	0.000894105200674	5.7442113258e-05	0	0.00385735788376	0.293648979592	84.2364954683	85.4191742195	87.1909365559	82.1732758621	83.6968965517	85.4627586207	84	85	87	82	84	86	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.0037774166737
3	1	871	428.5	174	0.000291390003267	0.00189387755102	4.68782923326e-06	0.00332156910616	7.39903305632e-06	0	2.01897367211	0.000620408163265	84.1724137931	86.5344827586	88.6896551724	83.3012071842	85.6213563647	88.1356364707	84.5	87	88.5	83	86	88	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000291390003267
4	1	1040	441.5	174	0.00334354657683	0.779885714286	0.00328411745753	0.00359999712776	2.71278913254e-05	0	0.00344641416251	0.304718367347	89.293585664	90.9494640764	92.4496734215	86.7702121347	88.7920189883	90.8225782525	90	91	93	87	89	91	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00334354657683
5	1	1219	428.5	174	0.000210634950269	0.000685714285714	3.42537210197e-06	0.00364314060585	1.23652184837e-05	0	0.422230052642	0.000816326530612	92.380952381	94.7619047619	95.6666666667	90.5975689452	92.3804731408	94.0517252647	93	95	96	91	92	94	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000210634950269
6	1	1393	438.5	174	0.00276515712535	0.772963265306	0.00270170029633	0.00112941966337	2.05125491974e-05	0	0.00410082769329	0.278106122449	93.9416610341	95.7882308212	96.6585839811	92.2875017978	94.0952107004	95.5112900906	94	96	97	92	94	95	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00276515712535
7	1	1568	428.5	174	0.000284137062051	0.0189714285714	6.90614908073e-05	0.00359999712776	1.24682280105e-05	0	0.0695498144999	0.0105795918367	92.8743545611	95.2168674699	96.6351118761	93.034316336	95.1341698842	96.3024563973	93	95	97	93	95	96	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000284137062051
8	1	1739	440.5	174	0.00252115782837	0.801697959184	0.00247840655305	0.00112941966337	1.58481563677e-05	0	0.0044904768333	0.27066122449	94.7546024764	96.8569973933	97.296961551	92.8685987156	95.0885888358	96.1042318459	95	97	97	93	95	96	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00252115782837
9	1	1916	428.5	174	0.000329886688074	0.00659591836735	1.33836601047e-05	0	6.47275748825e-06	0	0.781288662389	0.0018612244898	92.4752475248	94.4900990099	95.8663366337	92.9701212898	95.2894520593	96.0213654143	93	94	96	93	95	96	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000329886688074
10	1	2083	438.5	174	0.00209339024184	0.757551020408	0.00200879070476	0	1.45416497082e-05	0	0.00578011545038	0.231902040816	93.6325431034	95.6852155172	96.1352155172	92.1907070707	94.4867340067	95.0985858586	94	96	96	92	94	95	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00209339024184
11	1	2264	428.5	174	0.0003827279105	0.00617142857143	1.11951440733e-05	0	8.8680507707e-06	0	0.75734822899	0.00182857142857	90.0211640212	92.7566137566	93.1587301587	91.3867788146	93.4818964384	94.0970561178	90	93	93	91	93	94	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.0003827279105
12	1	2432	441.5	174	0.00208338861033	0.751085714286	0.00199924739232	0	1.57969194033e-05	0	0.00695872412979	0.210448979592	92.6495087384	94.3589253108	94.9789583514	91.3250688705	93.1545323364	94.1808999082	93	94	95	91	93	94	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00208338861033
13	1	2612	428.5	174	0.00133926455543	0.859297959184	0.00127866008317	0	8.36530883677e-06	0	0.0135237505007	0.161469387755	93.0662334701	94.7283021736	95.0582155343	93.1545602228	94.5961940125	95.2613135298	93	95	95	93	94	95	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00133926455543
14	1	2787	438.5	174	0.00215915386272	0.707004081633	0.00202080776744	0.000894105200674	1.68944581982e-05	0	0.00604674667647	0.219036734694	93.5856733789	95.1513486052	95.3903103639	92.1492254541	93.8491028641	94.3694416583	94	95	95	92	94	94	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00215915386272
15	1	2960	428.5	174	0.000328205504858	0	0	0	0	0	0	0	NA	NA	NA	92.8763755102	94.4042122449	95.4530938776	NA	NA	NA	93	94	95	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000328205504858
16	1	3135	439.5	174	0.00271845414338	0.720685714286	0.00262939909362	0.00112941966337	2.06900019833e-05	0	0.00422624442072	0.26452244898	94.9154999773	96.379140048	97.0528748131	93.2999766191	94.7779985971	96.0137947159	95	96	97	93	95	96	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00271845414338
17	1	3305	418.5	174	0.000338955046862	0	0	0	0	0	0	0	NA	NA	NA	94.3372734694	95.5974204082	96.6786285714	NA	NA	NA	94	95	97	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000338955046862
18	1	3483	441.5	174	0.00270983730309	0.755428571429	0.00263422086413	0.00112941966337	1.95963978032e-05	0	0.00436936618439	0.266351020408	95.9166198401	96.6692889561	97.6647503782	94.061682243	95.0488651535	96.5878504673	96	97	98	94	95	96	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00270983730309
19	1	3657	428.5	174	0.000425185732496	0.000718367346939	2.98577243397e-06	0.00364314060585	9.25671399707e-06	0	1.2287117934	0.000489795918367	94.0454545455	95.0454545455	96.1818181818	93.7313335294	94.3318628893	96.1273731334	94	95	96	94	94	96	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000425185732496
20	1	3830	445.5	174	0.00294851176506	0.722024489796	0.00282535659479	0.000894105200674	2.30527937007e-05	0.000572563620175	0.0042143037174	0.265142857143	94.2166244573	94.6480643994	96.3868939942	92.3345471632	92.9378597439	95.0280747093	94	95	96	92	93	95	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00294851176506
21	1	4005	428.5	174	0.000410183301836	0	0	0	0	0.000572563620175	0	0	NA	NA	NA	87.0448979592	88.2181877551	91.4300081633	NA	NA	NA	87	88	91	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000410183301836
22	1	4180	446.5	174	0.00407501226174	0.751151020408	0.00395488812322	0.00364314060585	3.73775103107e-05	0.000615677179075	0.00313081089296	0.313763265306	84.6675360807	85.8608068162	89.1616675361	82.146306259	83.651882955	87.3793465424	85	86	89	82	84	87	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00407501226174
23	1	4353	408.5	174	0.000484068380282	0.0033306122449	3.74318770477e-06	0.000594120399625	3.17904633528e-06	0.000615677179075	15.8243185514	0.00029387755102	77.5980392157	79.0098039216	81.9215686275	79.9005012613	81.2625233431	84.8159093143	78	79	82	79	81	85	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000484068380282
24	1	4521	447.5	174	0.00303622341319	0.75386122449	0.00294211008134	0.000615677179075	3.42991060671e-05	0.000572563620175	0.00529230112254	0.241763265306	80.7503790012	81.3142461125	83.8415558539	79.2365348899	80.090474927	82.9116476519	81	82	84	79	79	83	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00303622341319
1	2	523	605.5	174	0.000613348987056	0.0161306122449	0.000221929551117	0.00191765579523	0.000857972579717	0	0.0713333764262	0.00963265306122	87.8056680162	87.7408906883	86.7935222672	81.6999767681	82.6057880588	83.3403803392	81	82	83	81	82	83	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000613348987056
2	2	690	611.5	174	0.00314265560423	0.810546938776	0.00307581306448	0.00112941966337	2.58722521838e-05	0	0.00400529679571	0.288163265306	83.8786609193	84.9123796479	85.6386012972	81.8147190624	82.8664253706	84.3279903482	84	85	86	82	83	84	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YPL127C	HHO1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00314265560423
3	2	879	603.5	174	0.000329691357012	0	0	0	0	0	0	0	NA	NA	NA	84.673044898	86.2191673469	87.4251428571	NA	NA	NA	85	86	87	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000329691357012
4	2	1045	605.5	174	0.000505369681076	0.040587755102	8.30198593109e-05	0	7.97836714072e-06	0	0.150650039289	0.0105142857143	87.6114239743	89.0635559131	90.2260659694	87.0328432374	88.8634197808	89.3836022054	88	89	90	87	89	89	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YMR038C	CCS1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000505369681076
5	2	1219	589.5	174	0.00045379585721	0.00114285714286	2.7747466174e-06	0.00112941966337	5.85167919868e-06	0	2.24399475256	0.000457142857143	88.8571428571	92.1142857143	91.5714285714	89.3258254331	91.163877084	91.633409611	89	92	92	89	91	92	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00045379585721
6	2	1392	614.5	174	0.00335251119002	0.719118367347	0.00323791970792	0.00359999712776	2.60954040514e-05	0	0.00326049996955	0.300832653061	92.6300685647	94.5766698452	94.2069654452	90.4621018368	92.783654964	93.0280167403	93	95	94	91	93	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YCL016C	DCC1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00335251119002
7	2	1568	605.5	174	0.000440425109497	0.0014693877551	2.3017263546e-06	0.00112941966337	3.38100084116e-06	0	15.7079632679	0.000195918367347	90.6888888889	93	92.8888888889	91.4152387181	93.8471223022	93.942969261	91	93	92	91	94	94	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000440425109497
8	2	1742	605.5	174	0.000516244796747	0.037387755102	5.92296625682e-05	0	7.00364615849e-06	0	0.147810798338	0.010187755102	92.2183406114	95.0104803493	95.280349345	91.5362957938	94.1383310719	93.9732700136	92	95	95	92	94	94	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YIL009C-A	EST3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000516244796747
9	2	1892	624.5	174	0.000557890048598	0.0117224489796	4.1877424798e-05	0.00364314060585	1.04125918919e-05	0	0.15249212583	0.00561632653061	92.1002785515	94.4651810585	93.5598885794	91.3748430582	94.003700522	93.5977664706	92	94	94	91	94	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000557890048598
10	2	2090	605.5	174	0.000539914109198	0.0122775510204	3.11616804925e-05	0.00270589192708	8.16280733022e-06	0	0.34516439119	0.00382040816327	91.7393617021	94.2606382979	94.4308510638	91.1121028794	93.7553638137	93.3487057423	92	94	94	91	94	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YGL173C	XRN1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000539914109198
11	2	2264	605.5	174	0.000528339306426	0	0	0	0	0	0	0	NA	NA	NA	90.8430040816	93.2989061224	93.0029387755	NA	NA	NA	91	93	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000528339306426
12	2	2438	605.5	174	0.000561533371161	0.0251428571429	5.1251923621e-05	0.000192170984605	6.86427017861e-06	0	0.232509260214	0.0066612244898	90.7181818182	92.9428571429	93.3922077922	90.7420867526	93.1660023447	92.8652487021	91	93	93	91	93	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YDR128W	MTC5	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000561533371161
13	2	2612	605.5	174	0.000642204389568	0.0592653061224	0.00011186303623	0.00112941966337	6.37775665155e-06	0.000235284543505	0.109207909375	0.0149224489796	90.9829201102	93.0710743802	93.208815427	90.8344671989	93.2279416869	92.8504338771	91	93	93	91	93	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000642204389568
14	2	2784	617.5	174	0.00255611362025	0.692636734694	0.00238846399595	0.00112941966337	1.88277215068e-05	0.000235284543505	0.00435668197868	0.255412244898	92.6673109561	94.9317367528	94.2964831228	90.9618612557	93.3371932434	93.0184850738	93	95	94	91	93	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YDR075W	PPH3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00255611362025
15	2	2960	605.5	174	0.000493964427568	0	0	0	0	0	0	0	NA	NA	NA	91.2656653061	93.5598040816	93.557844898	NA	NA	NA	91	94	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000493964427568
16	2	3132	619.5	174	0.0034626973641	0.64986122449	0.00329437440504	0.00392156862745	2.65117088062e-05	0	0.00291602214314	0.3024	93.517535926	95.6760124611	95.2615315044	91.2107619136	93.547701203	93.5562808915	94	96	95	91	94	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YOR279C	RFM1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.0034626973641
17	2	3306	568.5	174	0.000432342605011	0	0	0	0	0	0	0	NA	NA	NA	92.019755102	93.8137142857	94.3907591837	NA	NA	NA	92	94	94	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000432342605011
18	2	3481	619.5	174	0.00320903289148	0.723036734694	0.00309814566842	0.00364314060585	2.36117749756e-05	0	0.0032450721013	0.302367346939	93.5384545906	94.9229101748	95.2122115341	91.4619193586	93.0227540674	93.7639707616	94	95	95	91	93	94	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YGL213C	SKI8	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00320903289148
19	2	3657	605.5	174	0.00041763407023	0	0	0	0	0	0	0	NA	NA	NA	91.1597387755	92.4152489796	93.3909877551	NA	NA	NA	91	92	93	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00041763407023
20	2	3830	618.5	174	0.00443743679112	0.563983673469	0.00427605333149	0.0078431372549	3.14534176607e-05	0	0.00247108641704	0.306024489796	92.4573297823	93.2462945808	94.1238999537	89.6453980379	90.5727551861	91.9584363064	93	94	94	90	91	92	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YHR111W	UBA4	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00443743679112
21	2	4005	600.5	174	0.000287024873426	0	0	0	0	0	0	0	NA	NA	NA	86.6522122449	87.7415183673	89.7718204082	NA	NA	NA	87	88	90	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.000287024873426
22	2	4177	619.5	174	0.00456538323923	0.654987755102	0.00444957984073	0.00481567382813	4.18406026388e-05	0	0.00243664260575	0.332114285714	86.2082855576	86.9500473603	88.8381275238	82.9842892296	84.2085936021	86.7517508991	87	87	89	83	84	87	K000343_027_001	K000343_027_001_2015-02-19_15-38-08	2015-02-19_15-38-08	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	1	MQ_KAN_V2_384	YLR262C	YPT6	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.234039351851852	0.00456538323923
