Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	340.5	285.5	137	0.038591493592340535	0.30391801666580404	0.028948345187830155	0.00022623593427923558	0.013126280854599505	2.9649932576164651e-05	0.058510848808898272	0.058123285544226487	111.27094686648502	119.64884196185287	114.1491825613079	86.009814856123128	99.47163357870474	102.22685701539147	100.0	110.0	109.0	85.0	98.0	101.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
2	1	477.5	280.5	137	0.02349185300710388	0.32115314942290774	0.017680372430467377	0.0002243135967167596	0.0018675540794138208	1.6685769716627452e-05	2.9347860161127128	0.008436416334558253	97.497502014504434	109.81595487510073	110.98904109589041	82.326776456236658	98.711573650503198	103.9615736505032	98.0	110.0	111.0	81.0	98.0	104.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
3	1	620.5	296.5	137	0.022350161332964712	0.34128668288390868	0.014381959220889884	0.00015158766198011985	0.00068456074459882137	3.1726089996087277e-05	0.0	0.0	91.288747346072185	107.30588413709432	111.31513497118593	81.485974699457842	100.15243183782509	106.65671407244442	90.0	107.0	111.0	80.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
4	1	751.5	280.5	137	0.039452595327975869	0.52352362714145229	0.029402502939190705	0.00021293327386917696	0.0010932849880297272	7.0588072729591212e-05	7.7581078347316303	0.0066249158946224311	94.432723677706377	111.06337123084528	115.08699950568463	83.249945687595044	102.63654138605257	109.36161199217901	94.0	111.0	115.0	82.0	102.0	109.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
5	1	899.5	292.5	137	0.031399965075116665	0.35997101599296105	0.017407293248554154	0.00018217587286956143	0.00041509481589162793	7.0588072729591212e-05	87399.107622868047	5.1757155426737743e-05	91.147663551401862	109.41754133716751	114.71861969805894	82.709849587578844	103.10067928190199	110.11070677664564	91.0	109.0	115.0	82.0	102.0	110.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
6	1	1024.5	297.5	137	0.029943753758273305	0.37213394751824441	0.015006983777057887	0.00015207974472774099	0.00031241722115233559	7.4847979338527683e-05	90352.20471724245	5.1757155426737743e-05	87.950486787204454	107.75799721835884	113.68609179415856	82.656335009479847	103.85005358173275	110.70323963399555	87.0	107.0	114.0	82.0	103.0	110.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
7	1	1166.5	285.5	137	0.034125796502942493	0.40054862584752343	0.019349364293331794	0.00018551309499416493	0.00040942254152913251	8.5797583119225017e-05	0.0	0.0	90.14162036438816	109.8277555239695	115.13244605246156	82.577706786392682	104.20264203073735	111.01804524261786	90.0	110.0	115.0	82.0	104.0	111.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
8	1	1299.5	280.5	137	0.037048418077536324	0.46508979866466538	0.022960067794075664	0.00018200680008956095	0.00062757207810339177	8.9303995354002503e-05	28230.351585157881	0.00010351431085347549	90.472512797685283	110.1403294012909	115.02570665479635	83.06453797774553	104.66927914852444	111.11388485728108	89.0	110.0	115.0	82.0	104.0	111.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
9	1	1436.5	280.5	137	0.03602455626436292	0.47570001552714664	0.023366400222959823	0.00018551309499416493	0.00051900502697657224	8.5797583119225017e-05	1154.9751231657515	0.00051757155426737742	90.374714394516374	110.13828745511914	114.74039821564574	82.357354392892404	104.19921026653505	110.47966436327739	90.0	110.0	115.0	81.0	104.0	110.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
10	1	1573.5	280.5	137	0.033175664912736019	0.60990631954867758	0.023999608309246339	0.00012132234372812543	0.00049397771769342633	7.4355896590906582e-05	37020.527829902123	0.00010351431085347549	87.331466395112017	107.84394093686355	112.68134758995248	82.298129229136265	104.0979169430808	109.76913891468755	85.0	106.0	112.0	81.0	103.0	109.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
11	1	1709.5	280.5	137	0.035103167996523056	0.45856839708089642	0.023366780388792033	0.00019387908835459121	0.0006261755130868281	7.0588072729591212e-05	111338.04364322226	5.1757155426737743e-05	91.143115124153496	110.62460496613996	114.32753950338601	81.792562852499756	103.59755281521844	109.542108785011	91.0	110.0	114.0	81.0	103.0	109.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
12	1	1843.5	292.5	137	0.03580167955959377	0.50173386470679571	0.024657364495278253	0.00018200680008956095	0.00061380790603892711	7.4847979338527683e-05	121818.39673559782	5.1757155426737743e-05	90.298122550030953	110.33959149989684	113.95904683309263	81.533499532564662	104.04850940064402	109.44208995533396	89.0	110.0	114.0	81.0	103.0	109.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
13	1	1994.5	281.5	137	0.047905753770638763	0.58169866984110552	0.03808465049885091	0.00022814290158898424	0.001073588750388627	8.5797583119225017e-05	0.0	0.0	95.579855859062192	114.20268707180354	116.7357416140226	81.928111853501605	104.2556297946053	109.82875525859936	93.0	112.0	116.0	81.0	104.0	109.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
14	1	2124.5	285.5	137	0.040438505404359261	0.5546296775529217	0.030973819870343467	0.00019738550058936871	0.00097713665580729972	7.0588072729591212e-05	14962.358611496988	0.00015527146628021324	92.761851437103402	111.79087346024636	115.01483762597984	81.59012202208018	103.56409064497386	109.29401510749564	91.0	111.0	114.0	81.0	103.0	109.0	DLR00012733	DLR00012733-2009-11-10_22-35-16
