Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	340.5	285.5	137	0.045061423590185751	0.30391801666580404	0.033507965844109096	0.00028758154616829264	0.011007605974342789	4.8965647047461749e-05	0.23197314096221602	0.029191035660680088	115.49097411444141	123.44448228882834	117.09553814713897	87.072793516246563	100.20165068034798	101.81864822663395	104.0	114.0	112.0	86.0	99.0	101.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
2	1	477.5	280.5	137	0.03236311521735856	0.32115314942290774	0.023570733117544564	0.0003029602466681004	0.0011808923285259849	3.2064470216435223e-05	42.171081483017126	0.0022255576833497231	102.92731668009669	114.5074939564867	113.61692183722805	84.149664531869476	99.800548947849961	103.39547118023788	104.0	115.0	113.0	83.0	99.0	103.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
3	1	620.5	296.5	137	0.039241686187859941	0.34128668288390868	0.028189613195077488	0.00028582839871599069	0.001534669952510181	5.8054394276592369e-05	1.3582036720989425	0.012784017390404223	103.41204124962087	117.43251440703671	117.87215650591446	83.582462481338879	101.23894083444645	106.03559361986328	101.0	114.0	115.0	83.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
4	1	751.5	280.5	137	0.061972091674984985	0.52352362714145229	0.049029058232097987	0.00032276804388701866	0.0019929620991974029	0.00010511329759052211	0.85310235687027192	0.019978261994720772	105.880276816609	120.35205140879881	121.0914483440435	85.672822072561374	104.08646534868564	109.122094286335	104.0	118.0	119.0	85.0	104.0	109.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
5	1	899.5	292.5	137	0.048145049242207576	0.35997101599296105	0.030046908479449536	0.00028632048146361177	0.0012618783686921301	0.00010419049577601566	2.3957431984558548	0.0098856166865069102	101.77095614665708	118.18490294751977	120.25348670021567	84.998059194565741	104.72933850881449	110.07124373281579	99.0	115.0	118.0	84.0	104.0	110.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
6	1	1024.5	297.5	137	0.051415418709505521	0.37213394751824441	0.03283654147048818	0.00027444807586840802	0.0024019333783770721	0.00010845040238495213	0.68947990535425085	0.018736090264479064	102.34061196105702	119.70222531293463	121.61210013908206	84.948396669689231	105.22957711647844	110.56367982853845	98.0	115.0	118.0	84.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
7	1	1166.5	285.5	137	0.051671031103995999	0.40054862584752343	0.033439744200495641	0.00027537087768291445	0.0016496244344564163	0.00010861959249512611	1.4955961889200406	0.013198074633818125	100.84222767799457	118.60240341129345	120.57203773097299	84.827749956829564	105.59203937143845	110.85417026420308	98.0	115.0	118.0	84.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
8	1	1299.5	280.5	137	0.057571375952086813	0.46508979866466538	0.040148686882815157	0.00028648967157378575	0.0017336070494481765	0.00012049199809032988	1.0244720418477966	0.017183375601676931	101.61373247273536	119.42143334075229	120.68328511017138	85.447992259313011	106.16613449443638	111.09830672472182	98.0	116.0	118.0	85.0	106.0	111.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
9	1	1436.5	280.5	137	0.060699989277426626	0.47570001552714664	0.044399126772066123	0.00029819276972864207	0.002211321927010919	0.00010861959249512611	0.47328063202386189	0.025568034780808446	103.61157654226962	121.24752475247524	121.72016102709172	84.952319842053313	105.89842053307009	110.46515301085884	99.0	117.0	118.0	84.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
10	1	1573.5	280.5	137	0.067843337513659743	0.60990631954867758	0.056513153261328858	0.00027444807586840802	0.0035932192196878382	0.00010134547372920675	0.20162340927635342	0.04435588220071425	103.37652749490834	121.18796673455533	121.13221317040055	84.450311795143961	105.42589889876609	109.63845031179514	97.0	115.0	116.0	83.0	105.0	109.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
11	1	1709.5	280.5	137	0.058424525921267206	0.45856839708089642	0.042979648013465266	0.00030169918196341954	0.0021550013441817267	0.00010160688535574463	0.7282660608134579	0.02023704777185446	103.87878103837471	121.40632054176072	121.07720090293454	84.392887869228559	105.29949335627569	109.2795143867699	100.0	117.0	118.0	84.0	105.0	109.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
12	1	1843.5	292.5	137	0.065127035360813407	0.50173386470679571	0.050795100156957519	0.00033639347960435091	0.0027084057293445345	0.00010511329759052211	0.52652952198338454	0.024895191760260855	106.04363523829173	123.33072003301011	122.29657520115535	84.352446244936118	105.44364807312766	109.17482081645372	103.0	119.0	119.0	84.0	105.0	109.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
13	1	1994.5	281.5	137	0.074062853210398655	0.58169866984110552	0.061244012666026755	0.00037985374916713928	0.0020442321040193747	0.00010861959249512611	1.1529260353859816	0.01811500439935821	107.55431977933979	124.21105080523178	122.85087641249221	84.642291512001975	106.03402623113091	109.58302400395942	106.0	122.0	121.0	84.0	106.0	109.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
14	1	2124.5	285.5	137	0.070790155132878868	0.5546296775529217	0.058454054253683232	0.00035352544488663419	0.0028571546745743337	0.00010068420087141167	0.5280314773197643	0.026137363490502562	107.70110115714819	124.19820828667413	122.77398282941397	84.181638582219634	105.07147007553748	109.1567693201627	104.5	120.0	120.0	84.0	105.0	109.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
