101.0	99.0	86.0	112.0	114.0	104.0	1	0.029191035660680088	0.00028758154616829264	DLR00012733-2009-11-12_11-11-48	215668.25413787004	1	107	272.0	217.0	160372.30778666132	1454580.4999741213	137.0	137
103.0	99.0	83.0	113.0	115.0	104.0	2	0.0022255576833497231	0.0003029602466681004	DLR00012733-2009-11-12_11-11-48	154892.94392622373	1	107	409.0	212.0	112811.76792021445	1537069.4826872319	137.0	137
106.0	101.0	83.0	115.0	114.0	101.0	3	0.012784017390404223	0.00028582839871599069	DLR00012733-2009-11-12_11-11-48	187814.43805528554	1	107	552.0	228.0	134918.16676489438	1633430.486517261	137.0	137
109.0	104.0	85.0	119.0	118.0	104.0	4	0.019978261994720772	0.00032276804388701866	DLR00012733-2009-11-12_11-11-48	296604.31810518721	1	107	683.0	212.0	234657.73045935301	2505633.814243569	137.0	137
110.0	104.0	84.0	118.0	115.0	99.0	5	0.0098856166865069102	0.00028632048146361177	DLR00012733-2009-11-12_11-11-48	230426.77945288343	1	107	831.0	224.0	143807.35843895102	1722855.479788831	137.0	137
110.0	105.0	84.0	118.0	115.0	98.0	6	0.018736090264479064	0.00027444807586840802	DLR00012733-2009-11-12_11-11-48	246079.07840847081	1	107	956.0	229.0	157158.80694919612	1781068.4255473318	137.0	137
110.0	105.0	84.0	118.0	115.0	98.0	7	0.013198074633818125	0.00027537087768291445	DLR00012733-2009-11-12_11-11-48	247302.46361167973	1	107	1098.0	217.0	160045.79251927117	1917063.7754257026	137.0	137
111.0	106.0	85.0	118.0	116.0	98.0	8	0.017183375601676931	0.00028648967157378575	DLR00012733-2009-11-12_11-11-48	275542.07458740298	1	107	1231.0	212.0	192155.42954640722	2225963.9599399618	137.0	137
110.0	105.0	84.0	118.0	117.0	99.0	9	0.025568034780808446	0.00029819276972864207	DLR00012733-2009-11-12_11-11-48	290515.91518074524	1	107	1368.0	212.0	212498.43864815182	2276745.4658143991	137.0	137
109.0	105.0	83.0	116.0	115.0	97.0	10	0.04435588220071425	0.00027444807586840802	DLR00012733-2009-11-12_11-11-48	324704.65845743933	1	107	1505.0	212.0	270477.32025827974	2919069.5864603282	137.0	137
109.0	105.0	84.0	118.0	117.0	100.0	11	0.02023704777185446	0.00030169918196341954	DLR00012733-2009-11-12_11-11-48	279625.33138914732	1	107	1641.0	212.0	205704.67845900604	2194751.9124268931	137.0	137
109.0	105.0	84.0	119.0	119.0	103.0	12	0.024895191760260855	0.00033639347960435091	DLR00012733-2009-11-12_11-11-48	311704.17830521218	1	107	1775.0	224.0	243110.17488571361	2401345.9412038713	137.0	137
109.0	106.0	84.0	121.0	122.0	106.0	13	0.01811500439935821	0.00037985374916713928	DLR00012733-2009-11-12_11-11-48	354471.85143602296	1	107	1926.0	213.0	293119.66280080733	2784065.0952331661	137.0	137
109.0	105.0	84.0	120.0	120.0	104.5	14	0.026137363490502562	0.00035352544488663419	DLR00012733-2009-11-12_11-11-48	338808.4075306959	1	107	2056.0	217.0	279766.65679328202	2654510.3265876509	137.0	137
109.0	105.0	84.0	119.0	119.0	103.0	15	0.016458775425702604	0.00034432887122806536	DLR00012733-2009-11-12_11-11-48	320449.50101167453	1	107	2189.0	212.0	255661.47673307054	2576232.4931421774	137.0	137
109.0	105.0	84.0	117.0	116.0	98.0	16	0.024377620205993478	0.0002828140692288343	DLR00012733-2009-11-12_11-11-48	268240.0177991158	1	107	2321.0	222.0	192241.40330437952	2188311.331194038	137.0	137
110.0	105.0	84.0	118.0	117.0	100.0	17	0.017649190000517571	0.00030563607860473538	DLR00012733-2009-11-12_11-11-48	296039.7540761272	1	107	2463.0	212.0	224606.64713046237	2465999.4681952279	137.0	137
110.0	105.0	85.0	119.0	118.0	102.0	18	0.021323948035815953	0.00031833894716790822	DLR00012733-2009-11-12_11-11-48	320310.53942972427	1	107	2600.0	212.0	252296.86072787663	2593077.0902127218	137.0	137
110.0	105.0	85.0	119.0	118.0	102.0	19	0.016872832669116506	0.00032276804388701866	DLR00012733-2009-11-12_11-11-48	305643.04680159187	1	107	2737.0	212.0	233338.59826580976	2363693.3124579471	137.0	137
109.0	104.0	85.0	118.0	117.0	102.0	20	0.017338647067957146	0.00031658579971560622	DLR00012733-2009-11-12_11-11-48	291301.46654659061	1	107	2874.0	212.0	222588.38691271681	2330747.2623052634	137.0	137
107.0	103.0	84.0	116.0	115.0	101.0	21	0.0053827441643807252	0.00028582839871599069	DLR00012733-2009-11-12_11-11-48	215362.33321144854	1	107	3013.0	217.0	152559.95804103379	1842501.6619222609	137.0	137
104.0	100.0	83.0	113.0	112.0	99.0	22	0.0025361006159101496	0.00024888875354496271	DLR00012733-2009-11-12_11-11-48	133680.10110604949	1	107	3144.0	225.0	89897.614565907541	1177635.5069613373	137.0	137
101.0	97.0	82.0	112.0	114.0	102.0	23	0.0011386574193882305	0.0002828140692288343	DLR00012733-2009-11-12_11-11-48	99387.956581601611	1	107	3285.0	217.0	70148.275949929026	973766.33947518247	137.0	137
99.0	97.0	84.0	112.0	113.0	103.0	24	0.0080741162465710892	0.00026946541539076723	DLR00012733-2009-11-12_11-11-48	121148.04580324262	1	107	3422.0	212.0	92314.440738412653	1077311.0685264736	137.0	137
99.0	95.0	80.0	111.0	110.0	95.0	1	0.0060038300295015782	0.00021068804366925387	DLR00012733-2009-11-12_11-11-48	36534.182951636823	2	107	272.0	349.0	49064.884951351865	894993.07670410431	137.0	137
