C(t=0),0.00203857443515
N(t=0),0.0173966106528
S(t=0),0.0256967688036
kn,0.00345463083499
ks,0.0065764684959
r (MAD),0.0338617287195
b (MAD),0.0985912319928
a (MAD),0.0322358688881
