Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	343.5	285.0	136	0.043488239620444714	0.30252011295220843	0.032223720422244521	0.072651361247563037	0.010140900085163483	0.011498413129839388	0.28540740939332548	0.026639671799243432	114.37072912997535	122.49313138429024	116.54015498414935	86.916507524253305	100.09181880681385	101.7570086318845	104.0	114.0	112.0	86.0	99.0	101.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
2	1	487.5	282.0	136	0.030947827288634273	0.31466780329266342	0.021800636959789836	0.073223924867737669	0.0010908569412266202	0.010172932986610221	40.138985856357642	0.0022910117747349354	101.59498814764646	113.53572637995259	112.87978327124958	84.11638031563399	99.930420586177405	103.66189846847547	102.0	114.0	113.0	83.0	99.0	103.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
3	1	620.5	296.0	136	0.039306087227412037	0.34215994458948268	0.028131427263692776	0.071325881104333869	0.0015623928342342684	0.015055296698696619	1.3227758541430708	0.013159997868826255	103.24571784490813	117.34584241669262	117.86670819059484	83.647606706082456	101.28436057341864	106.06147242245079	101.0	114.0	115.0	83.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
4	1	761.5	282.0	136	0.060628892007737703	0.51228088869945121	0.047376019071744352	0.080914115201683748	0.0020553117692093986	0.026584688118350418	0.81093219587816745	0.020565826629015932	105.44950598023921	120.08029121164847	120.96411856474259	85.559646056368805	104.11721651736946	109.24492025344112	103.0	117.0	119.0	85.0	104.0	109.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
5	1	900.5	293.0	136	0.047811028792034027	0.35350844477596038	0.029460929290283822	0.070557257004303237	0.0013169582990712623	0.026584688118350418	2.2855148988863547	0.010176354627310992	101.66782215523737	118.16623963828184	120.28952524491334	85.023570133509153	104.75374979396736	110.08208340201088	99.0	115.0	118.0	84.0	104.0	110.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
6	1	1025.5	298.0	136	0.051433925231622921	0.36714795673717299	0.03267912640546991	0.070000371041910467	0.0024914226145263396	0.027670964303629218	0.66080751429709916	0.019287122382652247	102.5044260629807	119.91931504861414	121.74996372079524	84.955042936521295	105.23775046304091	110.56844586630746	98.0	115.0	118.0	84.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
7	1	1167.5	286.0	136	0.051235166488062714	0.39538600884437103	0.03281395778398892	0.070000371041910467	0.0017079006797274723	0.02771410778172358	1.4341412738048354	0.013586232617614151	100.62471365045143	118.49642905268831	120.55019539145668	84.837240042298205	105.6042474444836	110.85213253436729	97.0	115.0	118.0	84.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
8	1	1308.5	282.0	136	0.05633242932959092	0.45452608023869145	0.038612797713989282	0.073027834468687422	0.0017840663841430951	0.030674881324539143	0.97259859659509817	0.017688742074697641	101.08826632282265	119.10584925565584	120.57965068573438	85.358175424887676	106.17923422543466	111.0371166243407	98.0	116.0	118.0	85.0	106.0	111.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
9	1	1445.5	282.0	136	0.059662811950658576	0.46337045127604026	0.042984585507812249	0.074478825631754217	0.0023173838827832342	0.02771410778172358	0.44784263482880282	0.026319995737652511	103.32919397493389	121.14326779349202	121.688283316086	84.963562351072284	105.89297061159651	110.40279984114376	99.0	116.0	118.0	84.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
10	1	1571.5	288.0	136	0.064876458916310595	0.55948638712771059	0.052451777641697651	0.066145492298420885	0.0039951520455175837	0.0237925391542726	0.17967136972258888	0.045660397463903248	103.58689648604894	121.49176268926769	121.42081706504142	84.133647798742132	105.25	109.46020803096275	97.0	114.0	116.0	83.0	105.0	109.0	DLR00012733	DLR00012733-2009-11-12_11-11-48
